Label,Mean
1,7.651
2,37.343
3,9.534
4,2.786
5,24.226
6,7.957
7,22.371
8,16.420
9,57.222
10,1.669
11,21.152
12,39.950
13,32.256
14,30.789
15,11.637
16,2.321
17,128.813
18,6.053
19,17.879
20,17.740
21,15.448
22,34.701
23,82.234
24,76.563
25,15.714
26,9.282
27,43.600
28,35.659
29,127.612
30,86.523
31,38.056
32,23.172
33,143.044
34,65.155
35,132.933
36,95.127
37,77.877
38,50.747
39,12.393
40,26.758
41,63.236
42,59.281
43,11.174
44,7.711
45,74.662
46,124.256
47,22.171
48,67.406
49,23.221
50,0.228
51,16.000
52,6.311
53,8.357
54,57.450
55,10.441
56,22.558
57,24.173
58,165.804
59,80.665
60,84.899
61,21.418
62,20.911
63,1.332
64,12.032
65,18.449
66,32.432
67,27.901
68,61.394
69,120.944
70,15.619
71,2.093
72,5.269
73,88.443
74,0.896
75,53.992
76,82.754
77,1.873
78,40.802
79,1.204
80,28.894
81,24.233
82,27.727
83,2.052
84,2.661
85,7.630
86,34.981
87,60.706
88,12.350
89,97.099
90,22.078
91,5.559
92,9.159
93,13.969
94,0.221
95,34.484
96,117.649
97,5.044
98,28.335
99,19.420
100,88.291
101,13.773
102,37.051
103,1.069
104,60.311
105,7.032
106,3.218
107,10.277
108,17.715
109,63.384
110,2.353
111,9.224
112,15.748
113,97.775
114,79.215
115,8.269
116,0.424
117,14.722
118,57.763
119,4.841
120,11.528
121,1.073
122,3.376
123,10.757
124,16.442
125,110.362
126,11.572
127,0.960
128,9.015
129,63.071
130,41.461
131,8.534
132,6.254
133,8.455
134,22.430
135,190.711
136,4.268
137,37.151
138,0.280
139,3.447
140,2.754
141,13.860
142,6.636
143,27.244
144,1.392
145,0.120
146,32.948
147,16.986
148,0.606
149,176.937
150,0.009
151,13.340
152,19.034
153,70.582
154,12.099
155,0.263
156,0.491
157,37.252
158,31.276
159,7.177
160,7.441
161,2.691
162,39.050
163,0.575
164,4.338
165,13.377
166,10.135
167,0.090
168,0.305
169,103.152
170,30.369
171,4.722
172,4.558
173,4.680
174,77.498
175,91.742
176,22.766
177,0.223
178,27.027
179,7.965
180,53.152
181,5.810
182,31.914
183,19.363
184,38.439
185,0.000
186,16.086
187,39.115
188,0.000
189,24.731
190,4.348
191,0.918
192,0.647
193,38.715
194,2.657
195,25.413
196,48.289
197,0.470
198,0.235
199,21.687
200,124.622
201,49.804
202,119.678
203,7.241
204,19.807
205,91.781
206,14.234
207,0.071
208,14.471
209,23.967
210,54.388
211,23.157
212,62.682
213,9.872
214,14.636
215,0.283
216,51.546
217,20.626
218,3.584
219,99.438
220,30.247
221,11.104
222,0.000
223,27.746
224,13.754
225,1.472
226,98.131
227,15.621
228,37.332
229,160.843
230,52.856
231,1.240
232,22.165
233,9.044
234,29.095
235,63.707
236,72.300
237,14.446
238,0.000
239,0.811
240,0.589
241,44.960
242,0.000
243,4.940
244,65.210
245,3.861
246,5.205
247,75.950
248,0.013
249,77.139
250,19.595
251,118.649
252,95.055
253,106.653
254,7.377
255,21.564
256,25.648
257,15.289
258,34.405
259,80.406
260,1.614
261,6.183
262,1.749
263,18.094
264,10.863
265,3.748
266,78.106
267,64.720
268,101.762
269,15.231
270,0.596
271,24.398
272,74.770
273,9.915
274,7.739
275,16.876
276,8.732
277,16.058
278,49.628
279,0.926
280,95.883
281,0.216
282,1.377
283,16.468
284,0.071
285,4.998
286,2.273
287,9.045
288,64.218
289,0.276
290,0.768
291,27.874
292,126.477
293,55.974
294,79.416
295,88.342
296,7.128
297,4.674
298,63.200
299,31.055
300,13.423
301,0.304
302,47.038
303,0.000
304,28.804
305,116.530
306,10.837
307,30.912
308,153.235
309,1.223
310,42.454
311,114.051
312,1.559
313,0.666
314,0.036
315,20.857
316,46.915
317,53.217
318,92.271
319,5.647
320,16.049
321,0.009
322,1.612
323,53.144
324,41.190
325,4.547
326,63.349
327,52.007
328,0.197
329,21.297
330,3.412
331,62.834
332,6.484
333,34.739
334,88.326
335,0.014
336,22.695
337,55.617
338,0.000
339,1.212
340,48.888
341,70.538
342,0.000
343,21.191
344,0.271
345,176.074
346,2.363
347,3.556
348,7.154
349,0.029
350,0.000
351,17.313
352,0.614
353,10.039
354,9.769
355,39.521
356,29.981
357,16.143
358,13.408
359,97.352
360,71.782
361,0.000
362,6.943
363,11.261
364,29.844
365,34.144
366,40.982
367,78.209
368,53.965
369,71.601
370,83.323
371,0.000
372,7.258
373,0.013
374,2.441
375,107.061
376,25.028
377,0.215
378,13.638
379,22.894
380,0.000
381,3.864
382,0.050
383,24.172
384,0.000
385,6.110
386,136.715
387,18.067
388,2.726
389,0.021
390,0.941
391,0.000
392,1.390
393,36.927
394,122.275
395,6.366
396,147.814
397,171.064
398,32.375
399,6.453
400,8.358
401,39.619
402,0.302
403,0.630
404,0.024
405,1.944
406,5.853
407,39.322
408,86.822
409,0.202
410,0.094
411,2.210
412,26.216
413,41.926
414,176.277
415,4.818
416,0.040
417,16.501
418,0.013
419,7.324
420,30.271
421,58.694
422,10.708
423,49.600
424,0.077
425,7.428
426,3.423
427,10.123
428,13.444
429,44.802
430,12.460
431,3.934
432,30.620
433,44.819
434,0.495
435,29.715
436,0.366
437,1.214
438,82.058
439,45.798
440,26.546
441,0.115
442,38.525
443,4.460
444,24.364
445,44.390
446,57.161
447,1.608
448,39.186
449,97.331
450,20.504
451,13.851
452,11.881
453,35.251
454,9.104
455,122.228
456,0.784
457,1.784
458,29.750
459,5.431
460,56.599
461,74.945
462,0.000
463,85.071
464,102.505
465,9.904
466,8.732
467,0.324
468,56.280
469,91.278
470,0.006
471,1.980
472,12.342
473,6.868
474,0.859
475,1.020
476,1.550
477,73.621
478,106.547
479,6.604
480,3.083
481,1.782
482,9.038
483,0.145
484,13.660
485,39.355
486,32.112
487,20.070
488,24.036
489,12.704
490,45.360
491,0.069
492,95.082
493,0.727
494,10.389
495,0.882
496,0.031
497,0.631
498,2.889
499,0.004
500,53.294
501,29.457
502,8.003
503,20.185
504,8.125
505,81.422
506,2.440
507,60.094
508,3.935
509,14.144
510,33.209
511,8.514
512,10.725
513,18.149
514,136.983
515,6.653
516,0.830
517,1.933
518,31.104
519,15.086
520,43.884
521,38.109
522,11.698
523,72.708
524,1.006
525,0.058
526,9.336
527,69.590
528,71.114
529,22.792
530,113.195
531,0.000
532,0.275
533,2.244
534,3.224
535,2.829
536,0.021
537,50.016
538,22.275
539,82.047
540,5.429
541,1.630
542,2.913
543,107.084
544,0.073
545,13.738
546,4.920
547,1.181
548,29.121
549,23.068
550,0.514
551,20.237
552,179.313
553,1.573
554,36.690
555,24.175
556,26.326
557,53.897
558,0.012
559,38.879
560,66.512
561,46.859
562,0.039
563,9.146
564,93.579
565,55.481
566,0.000
567,1.780
568,19.319
569,36.377
570,28.361
571,0.005
572,100.891
573,104.879
574,92.255
575,0.816
576,0.012
577,15.968
578,4.910
579,2.073
580,1.650
581,134.522
582,106.700
583,0.000
584,1.727
585,6.080
586,0.291
587,3.473
588,91.396
589,0.067
590,75.153
591,5.595
592,174.444
