Label,Mean
1,1.698
2,8.686
3,3.955
4,1.429
5,5.571
6,7.680
7,16.767
8,14.349
9,13.030
10,0.000
11,11.250
12,34.138
13,57.181
14,0.230
15,21.517
16,12.593
17,47.105
18,1.280
19,13.350
20,6.909
21,6.628
22,80.182
23,30.299
24,61.502
25,0.095
26,10.106
27,2.234
28,6.845
29,39.408
30,40.233
31,21.476
32,12.302
33,44.590
34,0.583
35,55.675
36,20.633
37,30.605
38,21.415
39,7.869
40,16.851
41,36.640
42,17.471
43,6.812
44,9.145
45,21.603
46,29.910
47,10.815
48,24.258
49,13.084
50,3.208
51,13.881
52,10.231
53,1.557
54,2.781
55,11.835
56,8.973
57,13.882
58,37.394
59,3.529
60,5.170
61,4.725
62,5.122
63,3.306
64,50.534
65,4.897
66,18.598
67,11.138
68,25.955
69,27.804
70,63.927
71,1.121
72,0.792
73,16.789
74,3.667
75,17.221
76,25.641
77,4.000
78,8.913
79,0.158
80,47.190
81,33.920
82,8.078
83,0.536
84,6.574
85,6.880
86,8.616
87,39.800
88,7.083
89,14.843
90,0.000
91,6.661
92,7.200
93,0.378
94,3.549
95,5.202
96,13.403
97,1.102
98,15.267
99,7.200
100,13.628
101,0.140
102,16.768
103,1.141
104,12.464
105,74.443
106,3.640
107,7.971
108,5.090
109,27.438
110,124.716
111,2.530
112,14.128
113,41.940
114,34.447
115,37.952
116,3.671
117,0.371
118,3.325
119,3.171
120,8.288
121,3.080
122,2.050
123,1.907
124,1.948
125,36.625
126,3.712
127,0.960
128,47.370
129,11.408
130,5.757
131,2.195
132,5.177
133,7.693
134,33.782
135,45.483
136,3.312
137,12.004
138,2.713
139,3.200
140,7.675
141,13.497
142,7.894
143,12.309
144,77.361
145,5.702
146,7.861
147,38.243
148,6.771
149,32.415
150,2.310
151,50.551
152,20.260
153,0.145
154,9.723
155,4.859
156,2.845
157,19.705
158,77.295
159,58.242
160,1.871
161,4.130
162,25.771
163,2.200
164,8.107
165,16.236
166,0.973
167,0.000
168,4.738
169,39.759
170,13.726
171,0.000
172,2.947
173,0.634
174,41.012
175,24.945
176,86.871
177,12.774
178,0.988
179,8.031
180,9.143
181,0.348
182,7.976
183,13.785
184,40.503
185,1.393
186,43.327
187,0.488
188,0.408
189,11.699
190,8.469
191,14.247
192,0.520
193,12.372
194,4.116
195,24.551
196,37.300
197,0.161
198,88.512
199,11.530
200,0.000
201,14.992
202,55.235
203,10.370
204,29.442
205,65.920
206,6.114
207,2.739
