Label,Mean
1,3.566
2,25.219
3,11.114
4,6.238
5,14.643
6,4.443
7,21.346
8,30.779
9,83.197
10,1.372
11,13.929
12,20.631
13,25.660
14,4.522
15,33.255
16,8.346
17,76.007
18,2.107
19,6.896
20,22.632
21,8.366
22,5.877
23,69.305
24,8.214
25,6.921
26,7.384
27,42.862
28,65.811
29,13.293
30,28.809
31,37.236
32,13.716
33,9.638
34,5.209
35,44.139
36,93.266
37,84.614
38,83.593
39,11.097
40,5.820
41,35.623
42,7.885
43,5.510
44,12.174
45,23.788
46,133.221
47,15.908
48,26.231
49,20.228
50,2.703
51,10.906
52,19.052
53,4.638
54,7.007
55,4.892
56,37.101
57,15.420
58,27.624
59,11.429
60,13.258
61,6.519
62,8.630
63,11.505
64,28.921
65,3.111
66,25.714
67,33.029
68,9.466
69,6.923
70,32.304
71,5.963
72,4.619
73,48.065
74,6.097
75,21.295
76,39.865
77,2.916
78,2.308
79,6.533
80,35.854
81,8.488
82,17.094
83,14.887
84,7.565
85,26.143
86,56.774
87,19.061
88,12.977
89,23.691
90,7.600
91,5.465
92,7.236
93,13.559
94,4.587
95,10.790
96,32.000
97,9.272
98,6.034
99,7.764
100,75.503
101,7.424
102,16.147
103,6.980
104,48.266
105,8.665
106,9.348
107,8.949
108,6.598
109,14.665
110,1.561
111,6.730
112,2.574
113,92.330
114,63.165
115,2.088
116,7.899
117,8.880
118,31.691
119,10.142
120,8.553
121,6.357
122,12.006
123,24.716
124,4.195
125,81.613
126,7.866
127,7.847
128,11.710
129,62.945
130,82.014
131,11.763
132,6.736
133,14.575
134,40.078
135,52.218
136,6.140
137,27.184
138,6.851
139,7.843
140,11.075
141,7.154
142,3.838
143,3.433
144,8.408
145,4.930
146,202.062
147,3.597
148,5.596
149,37.923
150,7.402
151,18.432
152,25.985
153,5.539
154,9.542
155,6.371
156,6.436
157,5.905
158,24.631
159,9.582
160,5.962
161,2.309
162,7.095
163,7.208
164,17.662
165,4.660
166,19.750
167,16.916
168,5.728
169,88.443
