Label,Mean
1,1.443
2,0.000
3,0.000
4,1.143
5,0.000
6,0.000
7,0.000
8,0.004
9,0.000
10,0.000
11,0.929
12,0.000
13,2.265
14,0.000
15,0.003
16,0.000
17,15.222
18,3.707
19,0.625
20,0.000
21,0.308
22,0.654
23,0.000
24,0.000
25,0.460
26,0.183
27,9.655
28,2.433
29,0.878
30,5.382
31,3.517
32,7.772
33,5.627
34,0.000
35,0.330
36,11.457
37,0.000
38,0.000
39,8.751
40,42.557
41,5.534
42,2.536
43,0.024
44,4.637
45,7.540
46,0.035
47,0.644
48,0.002
49,0.176
50,1.792
51,0.000
52,0.000
53,0.000
54,0.185
55,11.269
56,0.055
57,6.644
58,2.606
59,12.143
60,17.122
61,10.707
62,0.081
63,6.000
64,0.000
65,17.783
66,0.055
67,2.221
68,0.000
69,0.000
70,0.000
71,0.000
72,0.188
73,5.638
74,0.368
75,19.233
76,40.286
77,1.456
78,38.834
79,0.007
80,0.000
81,0.000
82,0.919
83,0.196
84,12.770
85,0.013
86,1.007
87,71.029
88,0.010
89,0.000
90,0.067
91,0.000
92,0.041
93,0.693
94,0.000
95,14.280
96,0.000
97,0.020
98,23.078
99,12.364
100,35.649
101,3.128
102,2.968
103,5.600
104,55.522
105,0.002
106,0.753
107,24.596
108,14.062
109,36.642
110,0.000
111,10.957
112,0.004
113,0.000
114,0.004
115,0.000
116,0.107
117,0.792
118,0.011
119,13.976
120,29.841
121,6.710
122,0.000
123,0.000
124,2.468
125,0.362
126,0.000
127,0.000
128,0.642
129,0.035
130,7.454
131,7.559
132,9.572
133,8.126
134,0.000
135,5.116
136,0.000
137,0.000
138,0.215
139,0.000
140,0.083
141,23.390
142,10.293
143,0.000
144,8.408
145,0.062
146,0.000
147,0.000
148,0.000
149,6.118
150,0.506
151,8.034
152,0.095
153,10.768
154,0.054
155,0.039
156,0.000
157,26.790
158,5.402
159,0.000
160,0.000
161,4.848
162,0.015
163,0.000
164,3.702
165,0.000
166,7.426
167,0.000
168,0.032
