Label,Mean
1,0.047
2,0.810
3,1.761
4,0.357
5,0.179
6,0.586
7,6.915
8,5.648
9,5.692
10,0.083
11,0.670
12,1.100
13,3.282
14,0.012
15,10.982
16,7.469
17,14.731
18,3.760
19,8.713
20,52.108
21,3.797
22,1.496
23,8.939
24,2.167
25,9.857
26,8.246
27,4.676
28,16.774
29,7.007
30,13.809
31,4.528
32,11.522
33,9.428
34,0.000
35,16.139
36,15.292
37,6.132
38,4.178
39,14.928
40,14.634
41,10.283
42,16.219
43,25.128
44,11.267
45,18.640
46,23.387
47,20.120
48,9.278
49,25.102
50,5.406
51,3.942
52,30.143
53,0.135
54,3.543
55,16.018
56,6.512
57,13.307
58,17.920
59,0.047
60,1.051
61,19.589
62,1.687
63,21.648
64,4.481
65,1.815
66,4.482
67,4.330
68,3.938
69,14.846
70,2.661
71,6.318
72,8.477
73,4.695
74,15.118
75,11.725
76,18.695
77,16.418
78,17.444
79,14.197
80,4.997
81,69.711
82,11.237
83,18.436
84,22.826
85,8.040
86,5.667
87,10.171
88,28.373
89,22.110
90,12.356
91,8.732
92,11.221
93,9.787
94,7.034
95,9.605
96,13.039
97,21.398
98,21.481
99,18.812
100,5.647
101,11.855
102,32.166
103,7.807
104,19.232
105,1.029
106,24.407
107,22.816
108,21.285
109,1.705
110,0.145
111,15.451
112,78.879
113,20.427
114,15.370
115,1.538
116,10.861
117,8.598
118,24.303
119,21.992
120,22.479
121,12.530
122,9.873
123,8.159
124,7.013
125,8.186
126,7.500
127,10.480
128,10.355
129,20.713
130,14.920
131,81.443
132,20.465
133,13.468
134,10.502
135,15.656
136,73.156
137,13.698
138,12.238
139,9.420
140,14.976
141,20.479
142,8.237
143,3.320
144,10.517
145,14.897
146,1.258
147,12.056
148,6.851
149,19.385
150,17.684
151,8.844
152,10.004
153,12.143
154,15.111
155,25.429
156,13.732
157,14.682
158,2.031
159,3.190
160,4.844
161,3.549
162,10.910
163,18.092
164,13.670
165,61.636
166,4.122
167,8.449
168,10.287
169,23.753
170,4.698
171,1.921
172,14.004
173,19.243
174,17.285
175,16.194
176,12.428
177,11.841
178,19.353
179,24.877
180,12.341
181,6.271
182,8.196
183,14.797
184,21.788
185,19.399
186,13.771
187,12.946
188,12.252
189,13.627
190,26.943
191,15.180
192,20.662
193,12.360
194,16.901
195,16.131
196,17.321
197,12.879
198,0.932
199,10.574
200,19.068
201,19.192
202,20.717
203,1.728
204,18.901
205,12.861
206,13.181
207,11.429
208,14.625
209,15.902
210,7.979
211,9.227
212,11.505
213,7.726
214,9.109
215,3.657
216,14.459
217,22.552
218,10.512
219,21.223
220,16.505
221,15.978
222,17.385
223,16.731
224,2.905
225,0.346
226,21.206
227,12.091
228,14.622
229,29.188
230,27.670
231,9.258
232,12.417
233,12.658
234,16.693
235,12.768
236,14.790
237,11.000
238,19.422
239,8.858
240,0.536
241,15.922
242,12.912
243,4.638
244,5.550
245,10.165
246,8.741
247,9.500
248,15.066
249,10.837
250,26.446
251,18.515
252,17.172
253,24.535
254,18.922
255,11.545
256,6.602
257,10.253
258,11.229
259,27.475
260,18.562
261,25.589
262,13.197
263,5.946
264,17.815
265,15.804
266,15.602
267,10.123
268,18.480
269,12.343
270,14.008
271,13.444
272,28.196
273,10.860
274,10.936
275,4.692
276,12.467
277,102.537
278,16.703
279,15.797
280,28.601
281,13.580
282,10.102
283,1.216
284,14.363
285,8.926
286,12.870
287,24.336
288,19.443
289,14.094
290,12.313
291,5.400
292,41.755
293,17.519
294,19.679
295,12.330
296,11.551
297,6.095
298,19.035
299,22.795
300,11.363
301,11.008
302,33.073
303,18.890
304,24.702
305,17.516
306,27.782
307,0.519
308,19.267
309,13.932
310,1.116
311,26.795
312,12.021
313,10.712
314,8.247
315,20.792
316,1.008
317,1.502
318,20.324
319,23.494
320,2.971
321,13.892
322,46.314
323,34.850
324,27.646
325,13.335
326,32.991
327,31.711
328,16.009
329,13.139
330,2.662
331,8.819
332,13.011
333,8.697
334,21.324
335,15.781
336,23.494
337,20.520
338,17.360
339,8.769
340,29.512
341,15.920
342,24.345
343,8.019
344,9.299
345,2.128
346,14.453
347,18.200
348,0.210
349,15.446
350,12.943
351,11.130
352,12.952
353,5.320
354,3.776
355,11.883
356,1.333
357,6.533
358,20.992
359,34.229
360,4.340
361,15.747
362,15.700
363,2.985
364,20.520
365,8.968
366,3.968
367,25.462
368,9.235
369,25.781
370,12.246
371,18.395
372,15.085
373,13.353
374,8.083
375,25.367
376,15.898
377,15.743
378,5.811
379,17.319
380,16.254
381,16.904
382,12.500
383,5.282
384,16.450
385,26.727
386,18.872
387,10.953
388,12.148
389,17.766
390,15.738
391,19.351
392,11.246
393,20.222
394,6.305
395,20.837
396,17.964
397,6.036
398,18.096
399,11.078
400,9.431
401,7.190
402,12.385
403,14.830
404,13.639
405,14.244
406,49.853
407,20.852
408,8.266
409,17.040
410,18.238
411,7.889
412,3.009
413,13.813
414,30.927
415,16.407
416,13.982
417,0.859
418,12.252
419,8.561
420,5.878
421,21.580
422,12.376
423,12.784
424,14.977
425,8.342
426,13.009
427,22.317
428,6.267
429,13.097
430,23.528
431,11.486
432,20.363
433,7.947
434,15.962
435,23.606
436,16.569
437,14.577
438,10.913
439,5.645
440,15.750
441,14.576
442,11.984
443,8.661
444,2.623
445,27.039
446,9.417
447,14.979
448,15.162
449,12.710
450,18.871
451,8.123
452,18.212
453,15.133
454,25.914
455,8.861
456,10.667
457,14.068
458,25.182
459,13.655
460,6.304
461,22.153
462,16.758
463,14.805
464,25.082
465,15.100
466,8.406
467,10.224
468,34.387
469,7.479
470,19.119
471,15.766
472,10.579
473,12.354
474,16.005
475,14.234
476,16.310
477,21.636
478,25.583
479,12.788
480,9.353
481,8.816
482,10.079
483,18.579
484,14.776
485,9.673
486,8.533
487,9.655
488,9.422
489,25.898
490,13.154
491,20.461
492,12.811
493,13.380
494,10.241
495,6.747
496,12.805
497,10.034
498,10.214
499,9.877
500,66.527
501,7.568
502,16.003
503,2.898
504,23.571
505,19.415
506,27.818
507,22.494
508,20.367
509,15.235
510,4.470
511,8.227
512,8.182
513,14.258
514,12.137
515,22.434
516,11.112
517,8.337
518,43.643
519,18.670
520,21.754
521,27.172
522,1.350
523,26.031
524,11.729
525,11.286
526,12.612
527,9.462
528,17.464
529,35.942
530,1.661
531,15.571
532,15.003
533,9.488
534,5.754
535,14.748
536,11.209
537,5.392
538,5.547
539,11.888
540,8.037
541,27.668
542,6.517
543,24.447
544,6.933
545,7.273
546,23.516
547,19.911
548,15.537
549,13.989
550,10.460
551,9.914
552,23.451
553,3.301
554,14.318
555,35.329
556,0.824
557,5.905
558,2.859
559,6.708
560,32.225
561,24.599
562,11.072
563,17.226
564,11.549
565,10.682
566,10.367
567,31.272
568,0.141
569,9.026
570,18.925
