Label,Mean
1,23.274
2,0.200
3,0.205
4,0.071
5,1.643
6,4.246
7,60.343
8,1.566
9,1.510
10,2.736
11,9.991
12,74.385
13,5.399
14,5.933
15,10.168
16,3.481
17,6.780
18,75.573
19,6.396
20,12.052
21,4.151
22,1.534
23,2.756
24,38.753
25,0.333
26,1.201
27,4.724
28,2.421
29,0.959
30,5.488
31,4.981
32,10.793
33,12.347
34,18.228
35,10.284
36,9.839
37,0.526
38,11.079
39,2.327
40,1.619
41,2.874
42,3.263
43,66.034
44,3.656
45,12.596
46,13.397
47,20.712
48,4.533
49,92.583
50,0.089
51,3.798
52,4.633
53,10.632
54,6.768
55,15.986
56,2.652
57,5.413
58,3.367
59,7.431
60,4.223
61,24.599
62,5.577
63,4.510
64,1.098
65,2.625
66,25.824
67,6.446
68,13.755
69,1.720
70,0.498
71,0.112
72,7.635
73,6.553
74,7.521
75,3.953
76,2.068
77,12.987
78,94.076
79,3.362
80,4.721
81,2.677
82,4.864
83,4.158
84,1.200
85,4.327
86,6.092
87,9.643
88,2.883
89,4.927
90,10.200
91,41.713
92,2.938
93,0.472
94,4.338
95,7.583
96,28.513
97,8.371
98,6.180
99,1.632
100,11.052
101,9.012
102,9.715
103,0.672
104,3.107
105,3.225
106,3.440
107,2.294
108,3.492
109,7.793
110,3.997
111,30.714
112,7.940
113,9.606
114,10.734
115,33.467
116,1.739
117,1.475
118,11.127
119,9.980
120,3.660
121,5.407
122,4.689
123,18.150
124,3.071
125,5.947
126,5.537
127,0.917
128,44.336
129,6.332
130,4.303
131,25.543
132,1.575
133,1.715
134,26.005
135,14.571
136,3.796
137,5.310
138,3.782
139,2.169
140,3.540
141,2.021
142,4.056
143,5.149
144,7.016
145,3.318
146,18.247
147,73.097
148,3.048
149,6.051
150,2.782
151,3.629
152,38.168
153,14.729
154,4.669
155,0.307
156,3.347
157,2.554
158,14.155
159,5.370
160,3.521
161,12.100
162,2.367
163,0.567
164,8.499
165,45.437
166,1.453
167,0.916
168,0.108
169,26.264
170,19.740
171,5.282
172,2.968
173,5.718
174,4.110
175,2.211
176,2.469
177,13.382
178,3.590
179,6.150
180,1.585
181,10.569
182,3.735
183,7.167
184,6.042
185,8.622
186,22.983
187,16.363
188,0.163
189,4.570
190,3.083
191,4.734
192,1.457
193,21.623
194,7.550
195,31.718
196,1.870
197,1.074
198,51.932
199,4.983
200,15.098
201,2.165
202,10.720
203,15.068
204,8.370
205,11.642
206,2.953
207,7.299
208,1.429
209,13.915
210,26.876
211,1.984
212,7.335
213,4.808
214,2.773
215,2.769
216,9.288
217,5.034
218,33.233
219,4.047
220,3.432
221,0.683
222,0.820
223,2.868
224,1.124
225,1.659
226,4.560
227,1.106
228,10.663
229,6.707
230,2.079
231,0.000
232,12.756
233,2.959
234,2.518
235,34.194
236,9.322
237,5.673
238,7.389
239,2.913
240,16.637
241,8.296
242,13.169
243,2.241
244,10.741
245,5.002
246,22.314
247,7.529
248,1.799
249,9.241
250,47.984
251,15.993
252,7.531
253,10.042
254,7.140
255,6.165
256,4.513
257,3.923
258,8.511
259,12.464
260,21.495
261,2.303
262,33.140
263,4.350
264,1.021
265,1.595
266,1.884
267,5.443
268,4.873
269,5.869
270,3.307
271,4.429
272,2.596
273,1.241
274,1.638
275,2.851
276,2.131
277,7.277
278,5.818
279,6.054
280,5.263
281,1.091
282,3.148
283,20.823
284,0.842
285,1.771
286,4.331
287,1.936
288,12.016
289,1.420
290,5.316
291,37.940
292,7.705
293,6.264
294,9.644
295,13.921
296,3.923
297,12.192
298,3.336
299,5.413
300,5.661
301,22.218
302,1.726
303,1.850
304,8.519
305,14.374
306,2.115
307,4.463
308,14.090
309,1.466
310,5.219
311,11.925
312,1.094
313,5.950
314,5.196
315,3.009
316,40.262
317,10.183
318,21.125
319,7.708
320,6.174
321,0.254
322,24.692
323,6.612
324,5.968
325,5.215
326,8.017
327,1.322
328,1.070
329,13.566
330,6.383
331,5.715
332,8.944
333,13.831
334,4.993
335,2.716
336,6.547
337,3.148
338,17.184
339,7.433
340,8.179
341,0.839
342,2.971
343,18.861
344,1.889
345,5.101
346,10.907
347,7.718
348,4.659
349,1.717
350,2.529
351,5.467
352,5.582
353,16.455
354,113.661
355,7.583
356,15.475
357,5.579
358,2.751
359,4.273
360,66.005
361,0.241
362,8.520
363,1.972
364,25.213
365,0.640
366,10.540
367,4.654
368,22.282
369,6.409
370,4.606
371,13.920
372,3.521
373,1.877
374,2.253
375,12.395
376,2.746
377,5.775
378,10.223
379,5.936
380,3.058
381,15.958
382,5.103
383,6.856
384,9.900
385,6.690
386,5.292
387,9.528
388,0.304
389,3.400
390,2.135
391,2.239
392,3.965
393,7.409
394,12.613
395,6.971
396,8.264
397,12.179
398,16.868
399,5.842
400,4.448
401,12.875
402,2.793
403,0.130
404,0.812
405,3.497
406,23.529
407,10.141
408,2.968
409,0.586
410,1.157
411,3.425
412,11.836
413,16.394
414,15.348
415,5.288
416,1.623
417,2.709
418,1.799
419,2.067
420,16.758
421,4.783
422,1.875
423,2.279
424,4.117
425,24.195
426,5.042
427,1.010
428,3.428
429,7.018
430,2.223
431,1.804
432,5.884
433,25.698
434,2.151
435,7.939
436,3.883
437,5.408
438,4.258
439,4.627
440,2.186
441,16.005
442,5.700
443,6.657
444,4.587
445,8.758
446,7.073
447,10.756
448,5.419
449,5.043
450,3.762
451,23.231
452,9.312
453,5.902
454,8.399
455,12.043
456,9.739
457,0.889
458,1.163
459,1.006
460,11.184
461,4.739
462,1.127
463,17.501
464,4.328
465,23.028
466,7.690
467,1.707
468,25.135
469,11.462
470,3.167
471,3.775
472,5.026
473,4.377
474,1.714
475,2.706
476,0.368
477,6.943
478,14.196
479,2.917
480,1.905
481,2.690
482,2.445
483,1.483
484,18.769
485,6.746
486,13.307
487,2.818
488,2.717
489,61.722
490,5.908
491,5.940
492,8.639
493,0.787
494,4.094
495,6.927
496,0.492
497,2.801
498,2.817
499,4.185
500,18.836
501,14.021
502,4.962
503,18.577
504,0.713
505,8.745
506,0.664
507,3.073
508,5.225
509,7.351
510,16.478
511,25.723
512,2.467
513,1.968
514,39.654
515,1.339
516,1.629
517,13.748
518,4.055
519,6.597
520,11.956
521,9.392
522,3.486
523,4.755
524,0.598
525,6.478
526,2.104
527,4.114
528,14.543
529,7.534
530,17.477
531,2.299
532,3.066
533,2.829
534,32.743
535,3.500
536,1.681
537,2.682
538,2.996
539,5.129
540,18.502
541,25.122
542,1.942
543,8.015
544,6.587
545,23.667
546,6.053
547,5.371
548,0.900
549,33.271
550,8.331
551,11.229
552,7.339
553,3.125
554,4.898
555,7.899
556,20.294
557,3.185
558,12.467
559,5.721
560,8.482
561,0.683
562,2.156
563,8.142
564,11.789
565,7.338
566,2.223
567,20.011
568,11.356
569,14.055
570,18.317
571,1.315
572,21.569
573,22.626
574,2.148
575,2.333
576,11.327
577,15.333
578,1.167
579,2.647
580,6.498
581,1.836
582,9.411
583,0.980
584,1.166
585,2.965
586,1.360
587,8.873
588,3.930
589,3.967
590,13.671
591,4.371
592,60.175
593,10.489
594,0.782
595,3.061
596,4.636
597,1.156
598,43.077
599,10.750
600,4.659
601,0.362
602,61.092
603,26.268
604,5.412
605,3.740
606,2.575
