Label,Mean
1,0.925
2,8.390
3,0.000
4,0.000
5,6.024
6,0.003
7,0.055
8,0.036
9,7.222
10,0.000
11,0.554
12,0.077
13,0.046
14,1.632
15,0.505
16,0.062
17,12.283
18,0.000
19,0.142
20,0.411
21,0.140
22,0.205
23,1.939
24,3.986
25,0.063
26,0.042
27,0.000
28,1.460
29,3.844
30,12.668
31,0.101
32,0.552
33,1.089
34,4.913
35,2.459
36,6.933
37,64.702
38,1.261
39,3.405
40,6.613
41,0.331
42,32.191
43,20.428
44,1.106
45,8.976
46,23.452
47,7.860
48,4.065
49,35.573
50,0.020
51,0.967
52,0.024
53,1.081
54,2.132
55,1.129
56,0.704
57,0.589
58,18.342
59,11.297
60,4.702
61,43.812
62,0.374
63,1.704
64,0.601
65,6.334
66,4.844
67,0.067
68,4.335
69,0.273
70,0.024
71,11.654
72,1.645
73,3.817
74,0.000
75,5.616
76,9.951
77,0.295
78,58.361
79,0.000
80,0.016
81,0.786
82,6.341
83,0.000
84,5.770
85,0.113
86,5.404
87,6.755
88,0.410
89,14.419
90,5.444
91,0.469
92,0.944
93,0.378
94,0.000
95,9.108
96,43.526
97,1.037
98,3.942
99,4.256
100,29.507
101,14.279
102,6.416
103,0.007
104,14.557
105,0.178
106,0.000
107,4.140
108,18.402
109,3.645
110,0.037
111,42.070
112,47.904
113,23.847
114,2.313
115,18.639
116,0.000
117,0.761
118,1.976
119,4.756
120,1.000
121,0.023
122,0.062
123,5.643
124,3.117
125,0.480
126,3.728
127,0.000
128,5.571
129,0.519
130,6.498
131,2.220
132,1.769
133,1.134
134,5.403
135,40.099
136,0.020
137,1.514
138,0.008
139,0.000
140,0.000
141,3.682
142,3.621
143,0.004
144,0.099
145,0.021
146,26.088
147,152.903
148,0.000
149,14.195
150,0.000
151,0.735
152,0.282
153,11.413
154,0.000
155,0.000
156,0.000
157,19.305
158,0.924
159,0.152
160,6.570
161,0.050
162,0.005
163,0.000
164,1.021
165,2.126
166,3.115
167,2.275
168,0.090
169,28.397
170,29.107
171,7.722
172,0.000
173,0.000
174,34.667
175,4.097
176,8.502
177,0.000
