Label,Centroid.X,Centroid.Y
321,752.776,334.085
322,980.319,336.113
323,1485.169,336.815
324,1693.768,335.406
325,835.911,333.769
326,1299.055,339.843
327,1507.207,339.206
328,789.481,333.875
329,868.444,340.093
330,1089.135,337.162
331,1673.695,339.391
332,1378.242,338.512
333,1544.682,339.392
334,1276.156,338.253
335,1037.849,338.969
336,1719.331,342.049
337,2137.502,343.531
338,732.235,335.743
339,1018.972,341.548
340,1593.265,343.446
341,1833.770,346.774
342,770.953,340.625
343,1187.920,344.793
344,963.416,342.288
345,2004.155,339.419
346,893.412,344.103
347,1128.168,346.319
348,1870.070,342.000
349,928.270,345.342
350,741.676,345.929
351,1074.188,348.928
352,1108.486,346.369
353,1325.266,348.553
354,1353.036,346.938
355,1526.695,348.680
356,1990.475,347.905
357,1150.768,347.876
358,1264.906,352.416
359,1792.073,353.052
360,1914.582,349.136
361,801.529,346.362
362,817.664,347.676
363,1169.060,350.130
364,1210.876,348.354
365,1946.590,346.302
366,1421.716,349.651
367,1631.798,353.849
368,1658.073,355.870
369,1770.346,357.428
370,1964.219,350.574
371,726.281,351.074
372,840.667,349.624
373,948.139,351.297
374,1462.415,351.206
375,1702.080,352.506
376,995.530,351.611
377,1050.730,352.091
378,1235.554,353.314
379,1395.747,352.395
380,786.804,351.192
381,862.689,355.659
382,910.641,351.878
383,1010.407,352.239
384,755.196,353.701
385,1373.300,358.806
386,1683.569,355.836
387,1935.017,356.464
388,712.552,358.756
389,769.791,356.264
390,979.711,358.400
391,1035.468,355.757
392,1091.710,358.889
393,1286.429,359.371
394,2023.045,362.100
395,1346.156,361.908
396,1485.879,354.057
397,2093.870,363.704
398,889.250,356.338
399,1062.059,363.282
400,1143.637,365.078
401,1308.585,360.557
402,627.284,361.083
403,739.783,361.413
404,833.478,362.733
405,932.972,363.084
406,1201.546,365.049
407,1411.141,374.324
408,1596.393,362.158
409,696.904,361.040
410,964.536,363.528
411,1022.695,365.016
412,1223.388,366.325
413,1434.179,365.248
414,2140.029,371.396
415,795.914,364.576
416,1109.836,364.858
417,1250.351,369.270
418,815.880,364.835
419,1182.056,367.725
420,1555.567,370.839
421,1715.712,369.161
422,1955.160,366.978
423,1974.308,366.177
424,851.771,369.527
425,899.813,366.311
426,916.948,366.122
427,1454.230,368.652
428,1004.091,366.399
429,1993.405,368.664
430,882.364,370.630
431,1127.871,370.265
432,1328.113,367.599
433,1920.831,371.312
434,779.558,371.467
435,1573.917,370.664
436,950.545,370.852
437,1079.918,369.107
438,1696.986,372.336
439,1902.984,377.283
440,725.900,370.939
441,763.737,371.046
442,2117.425,376.825
443,1042.604,373.801
444,1292.600,376.596
445,1645.385,378.006
446,1828.380,373.062
447,747.774,373.636
448,990.305,372.431
449,1269.518,375.743
450,1391.010,377.577
451,1939.256,373.532
452,1163.821,377.923
453,1673.287,379.498
454,1368.446,376.060
455,2046.854,382.011
456,702.096,376.529
457,866.542,373.937
458,1472.175,381.567
459,977.885,375.569
460,1317.725,380.905
461,1816.012,388.678
462,827.274,378.385
463,2076.174,382.292
464,2162.353,383.927
465,1013.309,379.719
466,1068.536,377.770
467,1096.768,381.276
468,1615.400,381.630
469,1847.652,382.938
470,841.565,378.988
471,922.332,380.164
472,937.895,379.890
473,1196.679,378.349
474,797.703,378.946
475,811.552,381.639
476,904.190,379.649
477,1347.274,383.312
478,1512.042,389.846
479,963.295,381.771
480,1115.739,384.415
481,1978.793,381.983
482,1443.284,384.172
483,733.818,384.496
484,997.914,384.000
485,1134.066,387.543
486,1214.589,392.234
487,1237.443,384.239
488,1773.380,385.142
489,1028.648,386.285
490,1883.356,389.018
491,756.858,384.957
492,2019.621,388.795
493,892.010,390.717
494,1738.642,389.934
495,1955.789,390.171
496,630.305,385.406
497,870.348,389.599
498,1062.443,390.889
499,1081.520,387.885
500,1147.824,390.111
501,1179.481,387.185
502,780.073,387.006
503,1299.794,393.183
504,1597.413,396.462
505,1997.714,390.112
506,1720.307,392.725
507,1790.729,392.635
508,851.227,393.780
509,1199.354,392.009
510,1937.443,391.832
511,947.869,394.439
512,975.268,392.368
513,1277.412,391.032
514,2098.832,397.505
515,2196.482,392.595
516,913.088,394.269
517,1045.204,393.927
518,1256.920,398.255
519,1370.626,393.767
520,1630.197,404.237
521,1701.491,397.699
522,1759.217,398.293
523,2183.685,395.008
524,694.061,394.174
525,721.969,393.853
526,833.724,390.679
527,1333.824,396.128
528,1548.640,395.037
529,1573.275,397.572
530,1920.863,394.231
531,742.309,397.531
532,800.772,395.405
533,930.585,395.979
534,991.689,398.437
535,763.506,397.714
536,820.581,394.293
537,1230.808,395.647
538,1657.734,400.624
539,2121.284,401.394
540,1458.835,402.263
541,1013.738,403.178
542,1977.375,405.250
543,2163.440,403.860
544,710.358,398.709
545,1160.767,401.990
546,1383.199,401.448
547,1437.160,400.329
548,669.945,399.363
549,961.169,399.322
550,1092.702,404.106
551,1419.638,400.376
552,2140.142,400.845
553,1110.054,402.100
554,1184.624,400.918
555,1561.623,403.829
556,1313.963,404.942
557,1900.651,405.411
558,1075.698,403.541
559,1354.654,403.000
560,1524.952,410.702
561,1805.057,406.686
562,782.674,403.511
563,837.504,404.299
564,2058.903,410.743
565,2076.613,407.154
566,884.870,403.874
567,1034.573,408.957
568,1125.456,406.356
569,1279.479,407.063
570,1399.363,408.053
571,632.640,405.210
572,1776.355,405.141
573,1844.018,414.221
574,2014.034,410.580
575,866.544,403.316
576,1056.488,409.230
577,1140.842,413.153
578,1480.300,406.176
579,909.792,409.287
580,1741.379,408.227
581,1997.588,408.453
582,2045.883,416.940
583,612.713,406.238
584,645.573,410.170
585,701.602,410.907
586,819.884,408.655
587,978.972,411.473
588,685.098,415.837
589,722.858,406.175
590,1200.537,412.465
591,1233.739,412.131
592,1867.978,413.002
593,1938.689,410.870
594,660.558,410.675
595,930.748,411.304
596,1918.816,412.714
597,739.462,410.745
598,801.711,412.573
599,856.530,415.160
600,875.709,413.623
601,894.638,412.575
602,956.746,412.805
603,1175.857,415.788
604,1330.472,414.450
605,2031.273,428.184
606,758.217,414.921
607,1595.757,418.209
608,1722.121,416.280
609,1295.248,418.284
610,1347.107,418.796
611,1545.911,418.186
612,1700.287,417.391
613,1789.760,415.777
614,2098.697,419.326
615,714.973,421.518
616,1254.549,418.348
617,1676.925,420.162
618,776.159,419.820
619,1373.420,420.654
620,1439.148,417.367
621,1491.412,421.889
622,2139.201,417.420
623,942.866,420.435
624,1073.388,421.332
625,1461.575,430.439
626,1567.033,423.982
627,1655.775,419.556
628,1752.636,419.547
629,1770.899,423.064
630,1826.329,425.874
631,1966.071,423.456
632,732.406,420.726
633,836.022,420.650
634,1001.607,423.544
635,1105.463,419.921
636,1219.997,422.689
637,1414.292,423.584
638,1950.109,421.974
639,668.596,423.411
640,2170.799,422.603
641,633.475,422.747
642,1043.597,428.194
643,1640.303,428.514
644,1893.653,426.156
645,2229.171,423.317
646,602.725,422.317
647,1155.196,429.596
648,650.242,425.289
649,793.224,425.537
650,886.994,427.143
651,905.624,424.845
652,966.535,424.312
653,1019.113,425.011
654,1395.521,428.351
655,815.649,427.208
656,1119.385,431.655
657,1273.907,430.643
658,1314.057,424.805
659,1736.259,428.538
660,2120.425,431.129
661,1090.160,431.759
662,1803.819,426.835
663,1923.370,431.352
664,2447.059,430.231
665,867.832,428.317
666,1058.378,430.795
667,1185.826,429.886
668,2004.621,432.546
669,925.502,428.681
670,981.942,426.942
671,699.102,430.786
672,745.491,432.200
673,1358.895,434.906
674,1514.641,445.727
675,1616.995,438.378
676,2071.038,435.301
677,2150.767,435.844
678,954.860,431.073
679,1528.300,431.676
680,1587.234,439.077
681,848.977,434.342
682,1205.505,434.399
683,1244.684,435.563
684,1788.459,432.934
685,1869.339,433.601
686,1981.924,436.823
687,762.677,436.006
688,1135.515,437.927
689,1815.918,437.189
690,2217.313,437.269
691,591.470,431.578
692,619.534,435.941
693,1299.873,437.541
694,1335.589,438.998
695,1686.472,437.351
696,727.169,436.238
697,1167.711,441.239
698,1710.006,437.576
699,1754.911,438.365
700,1949.558,440.998
701,677.446,437.120
702,781.068,439.606
703,940.404,436.454
704,641.742,438.224
705,833.249,440.196
706,1547.022,439.007
707,1656.556,444.589
708,2132.447,446.054
709,659.212,436.081
710,910.141,440.279
711,969.116,438.819
712,1851.362,445.371
713,799.035,442.884
714,985.173,439.970
715,1000.459,439.500
716,1225.269,442.658
717,2098.329,447.705
718,2173.042,445.067
719,875.327,441.805
720,1034.202,445.283
721,1319.832,444.270
722,1385.998,444.730
723,2048.700,452.288
724,2251.986,439.829
725,860.149,442.811
726,1498.106,453.536
727,892.021,444.265
728,1074.412,445.357
729,1410.882,452.582
730,1778.291,450.967
731,709.482,445.813
732,817.724,446.727
733,1017.207,445.731
734,1902.721,448.797
735,1259.209,448.731
736,1435.603,446.284
737,1561.019,448.212
738,1733.401,446.292
739,690.191,445.509
740,1194.062,450.622
741,630.748,449.100
742,927.222,447.781
743,946.376,447.143
744,957.156,445.827
745,1533.390,451.082
746,1803.610,452.007
747,1054.307,450.896
748,1292.341,449.801
749,1372.218,456.395
750,2007.577,455.939
751,657.389,450.322
752,751.222,450.663
753,1479.732,454.029
754,1630.426,457.727
755,1829.638,455.235
756,610.401,450.437
757,1352.463,451.914
758,1711.181,452.856
759,2455.271,451.704
760,528.711,451.215
761,575.324,450.036
762,730.067,452.300
763,974.735,452.883
764,993.989,453.572
765,1094.134,457.769
766,1276.164,457.886
767,1924.891,456.973
768,840.066,455.887
769,2029.702,456.300
770,540.350,453.825
771,675.990,454.443
772,771.015,455.069
773,1139.831,456.055
774,1241.508,457.707
775,1981.634,456.592
776,2221.984,457.689
777,588.799,454.853
778,902.925,451.851
779,1118.806,456.493
780,1219.073,457.400
781,1456.049,458.297
782,1748.085,457.396
783,1960.322,459.870
784,642.496,455.200
785,855.925,458.892
786,878.831,459.318
787,1174.730,458.412
788,2147.504,459.901
789,915.170,457.515
790,940.902,458.362
791,1686.777,465.687
792,2070.605,460.839
793,2203.111,470.468
794,2260.688,456.183
795,692.466,460.043
796,1156.559,463.495
797,1313.692,458.423
798,1572.082,464.720
799,1603.333,463.045
800,784.260,463.940
801,600.193,462.367
802,619.880,462.343
803,802.307,460.322
804,959.663,460.065
805,1027.307,462.045
806,897.212,463.135
807,1069.109,461.486
808,1330.906,463.693
809,2116.856,470.458
810,713.000,463.231
811,1012.624,462.408
812,1545.426,468.487
813,1942.084,468.039
814,1354.359,467.860
815,1718.864,468.087
816,2507.645,461.403
817,736.693,465.899
818,1296.745,468.334
819,981.738,466.721
820,1209.293,468.712
821,1659.897,467.293
822,1763.941,468.827
823,650.708,468.181
824,669.942,469.264
825,817.240,469.021
826,1387.474,469.939
827,1996.510,472.739
828,636.096,471.422
829,759.937,469.639
830,866.989,468.410
831,1035.185,478.150
832,1262.556,467.272
833,1817.965,469.408
834,933.168,471.697
835,999.849,469.514
836,531.181,468.187
837,1053.392,471.875
838,1465.843,476.028
839,2091.353,474.266
840,1108.787,472.648
841,1126.641,474.137
842,1890.806,471.047
843,2271.248,475.461
844,1188.295,473.408
845,1436.763,476.781
846,2176.180,479.138
847,608.911,472.805
848,913.319,472.299
849,951.726,473.264
850,1077.674,477.198
851,1233.970,476.759
852,1646.396,476.815
853,1733.198,476.022
854,1871.545,474.514
855,2056.394,474.632
856,968.343,477.284
857,1410.520,475.344
858,1591.679,477.362
859,1975.887,476.801
860,2037.702,484.624
861,694.600,474.604
862,1252.344,478.191
863,1318.765,477.072
864,1853.520,481.250
865,1145.335,475.118
866,1171.860,477.934
867,1748.734,479.625
868,2144.969,481.525
869,1514.860,481.581
870,893.511,478.486
871,1833.194,480.566
872,801.208,475.125
873,833.962,481.120
874,852.913,480.750
875,1016.842,480.427
876,1341.740,478.312
877,708.716,480.623
878,741.170,480.710
879,786.478,482.483
880,1805.133,483.664
881,1926.291,492.494
882,521.375,478.422
883,593.564,481.768
884,624.565,480.922
885,681.937,480.796
886,880.176,485.695
887,1536.570,483.684
888,1701.975,483.844
889,722.952,484.465
890,768.996,483.894
891,1094.898,485.177
892,1272.322,482.294
893,1630.512,487.579
894,2010.075,485.174
895,985.175,481.738
896,1198.578,488.020
897,1288.633,486.072
898,653.692,485.253
899,1218.922,486.479
900,1772.677,487.596
901,1959.372,486.796
902,1156.975,489.431
903,1380.201,487.603
904,1000.719,483.852
905,2070.017,493.381
906,668.751,490.910
907,869.238,495.667
908,917.282,487.260
909,1359.151,488.158
910,1609.744,489.482
911,2317.685,486.117
912,609.724,486.017
913,940.897,489.626
914,1135.514,490.307
915,1399.315,490.736
916,1878.311,493.695
917,802.010,489.607
918,818.283,487.779
919,958.386,489.931
920,1066.512,489.873
921,1314.896,497.053
922,1335.660,492.055
923,754.594,492.829
924,1049.056,489.218
925,576.694,492.648
926,1112.648,493.524
927,2218.199,494.248
928,694.311,491.750
929,1786.309,502.776
930,1824.858,498.131
931,2112.669,499.254
932,637.383,496.115
933,1419.940,495.557
934,1454.919,496.742
935,1655.615,494.497
936,1731.549,495.845
937,1260.299,497.346
938,1554.744,497.841
939,1756.273,500.561
940,2093.492,504.355
941,619.791,495.907
942,896.151,499.062
943,988.003,497.356
944,1175.190,500.705
945,1477.727,501.734
946,1504.322,501.515
947,1691.672,500.524
948,972.060,495.677
949,1995.994,509.924
950,2179.671,509.748
951,599.941,497.513
952,843.020,496.065
953,1580.000,500.483
954,2018.506,500.511
955,2244.154,505.880
956,733.207,499.398
957,1004.459,500.435
958,1019.480,497.472
959,1240.353,509.719
960,1857.780,499.674
961,683.506,496.709
962,713.613,503.110
963,1530.361,502.023
964,1671.690,502.046
965,1712.355,502.648
966,925.187,501.466
967,1077.885,502.965
968,771.594,504.353
969,790.280,501.916
970,1284.236,502.927
971,1303.154,510.587
972,1372.080,502.913
973,812.143,504.918
974,828.228,503.429
975,1035.769,504.166
976,1058.199,505.831
977,1840.911,506.481
978,1624.143,508.649
979,1970.863,509.646
980,2142.834,511.649
981,652.379,506.805
982,861.378,509.405
983,955.693,507.590
984,1093.848,506.266
985,1217.231,505.786
986,1354.668,503.399
987,1445.631,516.924
988,907.875,511.402
989,1150.460,508.850
990,1194.054,506.743
991,2279.097,508.632
992,584.192,509.890
993,746.778,506.622
994,1125.917,509.073
995,1387.081,509.688
996,2211.656,513.121
997,565.096,511.472
998,678.885,509.046
999,2035.303,524.650
1000,510.653,507.762
1001,618.939,510.564
1002,694.346,511.837
1003,938.823,511.514
1004,973.681,508.754
1005,1344.022,513.152
1006,845.018,508.153
1007,1109.545,511.672
1008,1406.557,518.886
1009,666.278,512.278
1010,758.000,510.500
1011,1541.699,515.137
1012,1571.585,513.192
1013,528.134,512.465
1014,601.393,511.497
1015,885.779,515.156
1016,998.705,515.161
1017,1278.449,519.587
1018,1021.449,516.838
1019,1727.727,521.578
1020,784.191,514.414
1021,1423.647,518.269
1022,640.971,521.099
1023,731.414,518.086
1024,800.534,520.257
1025,836.687,519.967
1026,983.165,520.354
1027,1043.108,519.717
1028,1206.111,519.835
1029,1259.665,518.988
1030,1324.093,522.771
1031,1489.229,526.069
1032,1518.499,522.654
1033,1666.291,520.656
1034,1856.281,523.325
1035,1555.609,520.457
1036,1597.296,521.133
1037,1687.737,521.905
1038,923.797,516.511
1039,708.498,521.247
1040,1186.914,521.886
1041,1708.449,522.386
1042,1763.198,523.393
1043,820.005,520.746
1044,877.665,524.638
1045,1077.062,521.818
1046,1141.472,525.994
1047,1466.138,530.215
1048,2008.647,533.747
1049,750.738,524.197
1050,765.842,524.686
1051,1172.417,528.597
1052,1789.990,524.444
1053,1834.105,524.352
1054,2294.459,528.360
1055,856.406,524.314
1056,548.856,526.040
1057,599.599,525.604
1058,965.826,528.695
1059,1225.994,526.338
1060,2274.093,528.842
1061,627.134,525.512
1062,659.495,529.546
1063,949.567,528.898
1064,1058.482,527.347
1065,1094.749,527.044
1066,1116.017,528.089
1067,1359.634,527.701
1068,1379.504,526.995
1069,1648.894,528.964
1070,1930.310,531.842
1071,615.469,526.959
1072,677.151,526.952
1073,782.181,528.397
1074,1304.593,545.815
1075,1614.445,533.712
1076,498.552,527.685
1077,892.037,530.633
1078,933.599,529.312
1079,1004.817,527.703
1080,1569.280,530.126
1081,918.785,532.296
1082,2097.319,534.026
1083,574.253,531.530
1084,905.327,530.910
1085,1985.596,533.410
1086,2173.027,540.151
1087,2257.715,537.339
1088,2137.441,538.254
1089,693.732,535.615
1090,719.843,536.733
1091,813.121,532.978
1092,1344.650,532.101
1093,1749.953,536.405
1094,2197.130,539.730
1095,738.861,536.059
1096,870.049,535.812
1097,1584.083,537.677
1098,2221.592,541.068
1099,1023.435,534.056
1100,1158.299,534.778
1101,1267.550,543.551
1102,1433.627,540.291
1103,1553.151,545.838
1104,1908.314,538.421
1105,512.254,533.689
1106,561.739,538.495
1107,831.034,536.973
1108,1399.075,540.199
1109,590.437,539.357
1110,846.798,539.270
1111,1040.119,540.005
1112,1215.936,539.979
1113,1505.684,537.695
1114,523.344,538.585
1115,981.615,537.375
1116,1677.352,538.612
1117,1864.883,540.508
1118,797.283,537.354
1119,1696.236,541.855
1120,2072.740,543.227
1121,535.439,545.927
1122,631.307,540.297
1123,646.709,538.883
1124,1329.338,544.204
1125,997.500,541.982
1126,1009.874,539.264
1127,1078.960,542.754
1128,1132.250,543.650
1129,1372.387,539.116
1130,1715.713,544.937
1131,1788.747,545.071
1132,1099.956,541.586
1133,1735.155,547.095
1134,768.089,544.235
1135,671.021,546.149
1136,2162.741,556.126
1137,500.665,543.722
1138,549.203,543.137
1139,604.105,551.711
1140,1628.012,550.136
1141,783.975,543.904
1142,939.194,546.865
1143,1058.876,545.359
1144,1600.382,552.449
1145,704.239,548.899
1146,859.213,548.213
1147,895.403,548.374
1148,1182.736,553.323
1149,1354.704,549.279
1150,1651.876,548.692
1151,1766.270,553.629
1152,751.402,550.814
1153,823.206,549.304
1154,957.453,547.934
1155,1115.997,549.934
1156,1895.057,554.813
1157,2029.918,552.823
1158,878.795,552.584
1159,1161.152,547.881
1160,2110.600,552.680
1161,802.218,550.093
1162,922.645,549.772
1163,1375.007,551.389
1164,1458.296,553.565
1165,516.099,551.059
1166,651.030,551.477
1167,908.823,555.417
1168,1484.882,553.426
1169,1505.886,556.094
1170,489.958,552.146
1171,574.375,553.006
1172,975.419,559.977
1173,1011.652,555.742
1174,1415.914,556.242
1175,2278.523,556.160
1176,990.443,554.296
1177,1240.273,558.801
1178,1256.010,558.588
1179,2295.539,561.751
1180,734.342,552.500
1181,1030.249,556.651
1182,626.638,551.929
1183,2064.899,564.394
1184,554.122,555.649
1185,1214.859,557.002
1186,1676.030,558.744
1187,1835.030,557.041
1188,1920.077,558.350
1189,2259.820,561.947
1190,679.462,560.399
1191,1387.857,560.508
1192,1855.911,561.964
1193,1949.673,560.109
1194,2145.581,558.856
1195,1100.239,558.455
1196,1700.230,559.061
1197,637.028,557.146
1198,718.832,558.653
1199,783.608,558.922
1200,845.267,561.378
1201,1047.846,564.969
1202,1083.126,560.754
1203,505.829,560.981
1204,810.174,560.481
1205,1064.311,563.073
1206,1153.970,564.511
1207,1339.686,565.118
1208,862.217,560.503
1209,1286.238,573.345
1210,1747.479,568.462
1211,619.590,564.808
1212,694.947,565.614
1213,765.009,562.429
1214,941.323,564.126
1215,1134.360,563.290
1216,1723.879,564.104
1217,1640.752,563.492
1218,658.240,564.830
1219,831.613,565.387
1220,1786.494,567.295
1221,2015.150,571.595
1222,522.488,568.635
1223,709.158,564.211
1224,729.135,567.382
1225,1195.592,571.302
1226,1437.962,569.102
1227,2043.289,571.794
1228,2125.397,567.352
1229,2189.491,570.806
1230,537.000,564.835
1231,962.360,570.000
1232,1474.186,569.086
1233,1523.403,567.771
1234,560.704,568.517
1235,747.967,569.922
1236,921.759,566.408
1237,1874.058,572.311
1238,889.556,569.983
1239,997.234,570.611
1240,1118.112,573.323
1241,1371.679,571.845
1242,582.683,571.333
1243,638.327,570.711
1244,818.300,571.804
1245,1398.405,574.328
1246,1659.039,575.321
1247,2104.094,575.205
1248,2247.512,583.366
1249,477.979,572.374
1250,802.081,573.596
1251,1020.952,570.371
1252,1354.482,575.317
1253,866.429,571.835
1254,1818.228,570.868
1255,1966.312,576.709
1256,495.187,575.901
1257,1595.439,572.298
1258,1709.235,575.378
1259,598.384,571.565
1260,904.257,577.599
1261,1076.335,575.395
1262,1173.543,572.579
1263,1232.139,576.856
1264,1419.109,573.694
1265,1494.435,575.773
1266,2153.511,578.855
1267,774.635,572.731
1268,1252.000,576.332
1269,1455.370,579.419
1270,1553.046,582.107
1271,1685.262,580.287
1272,1799.325,587.361
1273,670.580,575.889
1274,786.351,577.469
1275,1094.395,583.181
1276,1214.433,575.937
1277,1510.603,578.198
1278,1573.439,578.894
1279,1764.704,576.438
1280,1914.947,576.714
1281,2273.059,578.591
