Label,Centroid.X,Centroid.Y
2175,2200.907,771.720
2176,454.617,769.193
2177,1189.565,770.693
2178,1652.471,768.858
2179,2277.969,770.544
2180,2443.785,772.997
2181,326.937,772.158
2182,488.413,766.538
2183,770.904,773.331
2184,865.860,775.494
2185,472.850,770.650
2186,551.395,769.536
2187,644.568,774.301
2188,671.634,771.420
2189,899.368,772.769
2190,1211.562,774.070
2191,1372.518,774.796
2192,1451.601,773.764
2193,1543.876,774.201
2194,1624.308,777.057
2195,1791.277,773.293
2196,2162.526,777.061
2197,630.449,773.435
2198,374.316,772.875
2199,1818.398,778.679
2200,294.293,774.371
2201,391.236,774.701
2202,596.921,775.115
2203,1396.318,777.751
2204,1973.040,779.106
2205,2502.644,773.245
2206,2606.877,770.022
2207,835.201,778.178
2208,1026.052,776.623
2209,1333.415,776.573
2210,1995.084,774.906
2211,581.175,778.695
2212,1237.145,778.803
2213,1467.534,774.939
2214,2025.395,782.806
2215,342.418,777.324
2216,539.599,775.725
2217,1007.839,778.428
2218,2264.048,779.409
2219,727.077,779.066
2220,976.435,779.669
2221,1352.515,780.599
2222,1666.718,782.911
2223,515.716,780.424
2224,699.284,778.971
2225,1641.925,786.179
2226,415.353,781.362
2227,486.582,779.055
2228,564.572,781.590
2229,657.840,782.267
2230,1065.598,779.263
2231,1110.425,785.547
2232,1180.824,784.509
2233,1306.573,783.366
2234,446.746,782.647
2235,529.779,784.974
2236,955.215,782.892
2237,1044.124,782.650
2238,2112.266,786.465
2239,2238.478,783.234
2240,315.168,781.297
2241,360.246,782.301
2242,500.851,781.854
2243,744.865,784.874
2244,890.304,784.953
2245,1260.096,795.137
2246,1275.538,784.886
2247,1491.364,782.240
2248,1567.299,784.129
2249,1713.838,788.140
2250,1768.883,786.782
2251,1923.931,790.328
2252,685.003,786.268
2253,817.585,786.595
2254,1838.042,790.916
2255,792.982,786.597
2256,1603.321,784.556
2257,1860.723,788.504
2258,1896.380,785.748
2259,2044.995,783.730
2260,2201.319,796.245
2261,2518.311,789.482
2262,609.950,785.207
2263,1523.986,787.764
2264,1585.283,788.047
2265,2175.160,789.855
2266,2498.294,788.005
2267,303.080,788.637
2268,404.322,784.686
2269,855.118,794.848
2270,913.241,798.373
2271,993.662,794.337
2272,1088.200,790.207
2273,1130.793,789.635
2274,1149.168,788.128
2275,2145.732,790.597
2276,473.506,788.296
2277,548.476,789.543
2278,1436.377,792.199
2279,1479.696,795.749
2280,2281.789,786.130
2281,2465.730,789.752
2282,379.083,788.140
2283,623.973,790.725
2284,764.331,790.331
2285,929.427,792.953
2286,1989.270,790.721
2287,427.710,785.935
2288,1459.787,791.076
2289,712.455,793.257
2290,1744.973,793.251
2291,1959.228,791.809
2292,332.795,794.158
2293,670.041,792.342
2294,876.245,798.378
2295,1164.042,797.180
2296,1206.757,792.021
2297,1293.137,793.453
2298,1408.842,807.701
2299,1552.387,797.408
2300,2448.847,790.748
2301,347.123,792.261
2302,1021.230,792.730
2303,1370.113,801.631
2304,1798.310,794.097
2305,1944.720,801.883
2306,396.102,794.150
2307,460.743,793.874
2308,593.237,796.271
2309,637.736,797.730
2310,1060.537,795.754
2311,1677.727,799.767
2312,2306.807,797.301
2313,2383.780,803.011
2314,490.052,796.984
2315,948.205,799.220
2316,1334.752,793.550
2317,1879.978,805.425
2318,2007.269,797.612
2319,2055.244,798.048
2320,318.846,801.788
2321,652.807,798.683
2322,696.045,801.988
2323,733.323,797.901
2324,838.184,797.127
2325,1392.615,802.206
2326,1496.762,798.622
2327,414.673,799.579
2328,433.509,800.845
2329,508.339,799.571
2330,576.709,802.995
2331,969.711,799.446
2332,1039.398,799.767
2333,1234.049,798.300
2334,1510.943,799.367
2335,779.518,800.880
2336,2275.332,802.897
2337,359.857,799.127
2338,372.432,802.286
2339,447.377,799.028
2340,562.428,797.644
2341,1622.395,804.210
2342,2429.146,804.641
2343,2489.188,808.350
2344,1347.054,803.379
2345,1733.673,805.490
2346,2102.194,810.311
2347,611.348,804.522
2348,1818.975,804.319
2349,525.271,804.027
2350,542.132,803.652
2351,802.262,804.308
2352,1575.112,803.696
2353,1600.991,800.695
2354,2123.331,811.058
2355,2443.345,805.208
2356,384.398,803.462
2357,752.631,805.676
2358,1011.549,806.056
2359,1185.703,803.474
2360,1308.982,804.712
2361,1780.712,807.317
2362,2031.038,809.788
2363,2156.827,808.320
2364,819.900,806.534
2365,1124.206,808.352
2366,1529.529,804.903
2367,1903.430,809.004
2368,299.208,809.022
2369,678.467,806.652
2370,897.152,807.386
2371,1144.854,806.571
2372,474.121,806.700
2373,1215.745,808.524
2374,1462.640,806.874
2375,1648.042,812.611
2376,1849.127,810.382
2377,1965.692,812.733
2378,1986.500,806.571
2379,1103.729,809.098
2380,2471.171,809.081
2381,281.924,814.360
2382,347.930,810.266
2383,664.182,812.231
2384,768.645,816.783
2385,1172.212,813.319
2386,1248.938,811.676
2387,1593.186,815.258
2388,2456.427,808.331
2389,458.213,811.564
2390,558.825,811.828
2391,626.391,811.787
2392,715.425,815.186
2393,1196.299,816.840
2394,1290.850,812.187
2395,1430.358,813.810
2396,1445.251,826.510
2397,1764.153,817.146
2398,2218.226,813.517
2399,1029.820,813.224
2400,1712.614,817.161
2401,2175.002,820.758
2402,395.886,812.053
2403,939.431,812.911
2404,1075.797,815.685
2405,1543.646,820.066
2406,332.980,816.888
2407,423.461,813.630
2408,494.736,814.353
2409,737.857,817.684
2410,791.138,818.953
2411,1321.609,816.607
2412,1502.092,814.005
2413,836.675,818.476
2414,978.515,818.424
2415,1046.860,817.134
2416,1804.187,822.142
2417,597.197,817.107
2418,958.957,816.750
2419,2008.958,815.771
2420,2355.919,819.754
2421,364.996,816.388
2422,857.333,820.682
2423,1234.170,817.706
2424,1517.224,821.243
2425,1923.531,820.923
2426,2299.888,818.880
2427,441.351,817.355
2428,514.248,817.493
2429,650.805,818.161
2430,880.734,819.882
2431,1568.844,819.850
2432,1834.638,827.135
2433,1862.762,831.298
2434,2083.442,818.696
2435,536.911,818.878
2436,1001.935,824.522
2437,1669.030,821.821
2438,409.936,821.969
2439,638.360,819.459
2440,686.349,819.679
2441,1260.284,820.560
2442,1483.815,822.921
2443,1683.616,818.911
2444,380.094,822.198
2445,1350.371,823.298
2446,1742.933,822.272
2447,1993.191,823.681
2448,2424.205,818.750
2449,317.774,823.652
2450,1091.113,826.101
2451,1615.098,825.576
2452,478.348,822.571
2453,581.322,825.488
2454,808.041,825.031
2455,1016.240,820.473
2456,1144.357,821.512
2457,917.347,824.217
2458,1462.510,825.988
2459,569.229,830.361
2460,699.355,826.717
2461,1942.440,832.897
2462,897.942,824.236
2463,934.046,830.158
2464,1111.353,824.368
2465,1170.240,832.176
2466,1275.113,827.977
2467,1887.764,828.033
2468,612.839,828.610
2469,673.142,829.573
2470,2149.876,829.347
2471,301.463,829.491
2472,457.261,827.709
2473,553.982,829.404
2474,626.796,826.699
2475,754.114,827.182
2476,1217.633,831.174
2477,1295.805,831.318
2478,350.890,829.275
2479,430.090,830.060
2480,1371.562,838.023
2481,1700.278,834.985
2482,2289.716,829.888
2483,393.819,828.119
2484,504.714,830.039
2485,819.543,833.630
2486,2022.530,831.141
2487,955.446,831.641
2488,1027.194,832.499
2489,1130.417,834.193
2490,1392.074,838.114
2491,1412.737,832.820
2492,2406.967,835.473
2493,283.636,833.235
2494,519.978,834.029
2495,659.163,832.303
2496,1324.300,833.464
2497,1588.583,833.412
2498,1785.357,837.890
2499,2337.859,839.389
2500,491.960,834.020
2501,869.751,835.784
2502,1252.053,835.894
2503,1647.458,830.118
2504,1731.898,835.871
2505,2384.266,834.677
2506,366.262,830.040
2507,989.402,838.865
2508,1064.347,833.398
2509,1193.400,837.894
2510,1501.906,836.803
2511,1628.702,836.798
2512,1757.099,836.870
2513,643.757,839.291
2514,786.057,838.785
2515,1563.160,837.805
2516,1964.227,841.989
2517,1979.309,834.826
2518,2006.335,839.440
2519,333.906,833.764
2520,538.189,835.257
2521,595.973,835.209
2522,1046.225,834.450
2523,1234.765,836.477
2524,2110.844,841.700
2525,2429.375,843.067
2526,721.011,839.586
2527,736.560,838.269
2528,903.155,839.107
2529,1427.486,839.711
2530,1521.152,842.696
2531,1682.272,839.194
2532,444.226,840.997
2533,474.864,839.139
2534,2160.158,839.935
2535,2190.391,840.662
2536,685.459,839.329
2537,766.942,843.636
2538,972.231,842.536
2539,1152.893,839.449
2540,1664.416,839.870
2541,415.489,839.962
2542,852.406,848.540
2543,885.480,839.209
2544,1108.757,840.292
2545,1915.825,841.312
2546,375.655,843.468
2547,397.338,839.718
2548,1474.647,845.790
2549,2302.734,847.056
2550,625.164,841.701
2551,702.344,843.554
2552,750.602,841.963
2553,1542.317,843.255
2554,318.918,843.496
2555,833.524,852.410
2556,1076.074,848.593
2557,1337.033,844.239
2558,1718.741,850.570
2559,362.355,841.206
2560,1092.714,842.018
2561,1353.348,844.659
2562,1009.263,846.205
2563,1831.582,846.548
2564,459.426,847.018
2565,608.015,846.686
2566,1314.290,847.484
2567,1455.909,849.555
2568,1491.679,848.613
2569,348.749,847.759
2570,560.673,852.087
2571,578.278,846.286
2572,913.639,853.889
2573,936.452,849.443
2574,1577.668,849.137
2575,1612.496,850.027
2576,1767.212,854.320
2577,1892.813,851.861
2578,2279.839,857.014
2579,2455.870,851.567
2580,505.858,844.355
2581,527.090,848.835
2582,809.844,852.059
2583,953.991,850.015
2584,1207.441,848.458
2585,285.245,853.091
2586,304.122,851.227
2587,657.732,846.656
2588,1800.460,855.429
2589,2146.722,856.945
2590,334.020,848.510
2591,428.348,851.750
2592,672.019,849.441
2593,1303.451,861.882
2594,1594.045,853.762
2595,1850.284,856.578
2596,543.640,854.572
2597,1025.359,851.961
2598,1045.063,850.123
2599,1123.727,853.758
2600,1872.496,859.002
2601,492.896,850.728
2602,1143.095,853.940
2603,1228.473,853.537
2604,1264.683,853.414
2605,1283.546,857.962
2606,2329.397,860.398
2607,389.165,853.341
2608,408.447,856.208
2609,873.168,855.841
2610,1633.715,858.747
2611,2133.192,863.647
2612,1164.339,858.826
2613,1246.552,855.133
2614,1740.336,856.718
2615,1980.621,858.895
2616,511.997,858.681
2617,892.496,857.564
2618,1672.172,856.317
2619,1695.842,862.834
2620,2505.921,856.897
2621,599.673,860.357
2622,715.899,856.190
2623,1818.348,855.840
2624,1917.766,856.090
2625,361.286,857.162
2626,628.886,857.912
2627,689.452,859.348
2628,1097.581,856.070
2629,1186.313,859.998
2630,1558.683,863.720
2631,2366.483,861.016
2632,476.887,855.892
2633,2478.805,863.980
2634,2562.384,856.556
2635,748.872,859.475
2636,785.813,860.692
2637,996.011,860.688
2638,1345.439,860.459
2639,1508.873,862.759
2640,1535.057,860.875
2641,446.726,860.164
2642,731.177,865.038
2643,1326.740,863.757
2644,1426.076,860.232
2645,2049.080,862.893
2646,649.956,860.864
2647,1408.341,867.055
2648,1656.404,861.211
2649,2003.575,863.539
2650,322.088,859.203
2651,578.877,859.825
2652,663.024,863.532
2653,973.074,860.783
2654,1364.631,867.059
2655,2441.791,861.517
2656,463.041,865.865
2657,1060.838,862.225
2658,1113.702,867.890
2659,1212.991,866.154
2660,703.856,863.604
2661,1483.447,867.746
2662,2030.834,868.715
2663,2173.251,868.403
2664,375.082,868.054
2665,1082.924,866.920
2666,1383.605,875.307
2667,2116.426,871.342
2668,332.286,866.387
2669,765.424,869.298
2670,1034.070,869.961
2671,1462.659,871.453
2672,346.081,865.409
2673,489.602,866.695
2674,529.428,865.942
2675,393.952,868.330
2676,676.497,871.321
2677,919.698,867.322
2678,939.659,868.547
2679,961.558,870.850
2680,1826.797,871.719
2681,297.915,869.928
2682,805.242,871.828
2683,1016.733,876.159
2684,1583.004,872.619
2685,314.525,873.100
2686,426.615,869.328
2687,1264.378,870.600
2688,1607.004,872.858
2689,1723.369,872.115
2690,2066.526,877.316
2691,568.908,875.685
2692,1241.213,875.304
2693,1650.007,876.530
2694,1796.779,880.575
2695,1914.717,874.867
2696,2297.458,876.249
2697,550.258,874.605
2698,589.770,872.854
2699,825.292,874.401
2700,1141.137,874.113
2701,1766.825,870.944
2702,357.013,876.690
2703,622.799,872.073
2704,854.693,877.162
2705,1054.988,874.773
2706,1435.872,874.938
2707,2083.718,877.485
2708,279.975,879.919
2709,643.232,875.875
2710,712.713,879.629
2711,884.845,877.722
2712,1096.776,876.410
2713,1671.199,876.095
2714,1747.711,877.722
2715,1947.049,876.029
2716,2382.201,879.906
2717,441.565,875.770
2718,409.640,875.265
2719,515.670,877.533
2720,983.795,882.775
2721,1199.333,882.622
2722,1499.539,880.624
2723,1523.212,880.900
2724,1964.123,879.285
2725,1983.258,877.474
2726,2015.773,881.365
2727,470.350,881.321
2728,498.592,879.430
2729,1342.198,875.585
2730,1849.396,879.896
2731,2193.621,879.842
2732,910.226,884.526
2733,1001.145,878.308
2734,744.124,878.813
2735,1618.067,886.719
2736,1635.507,883.997
2737,1874.414,884.893
2738,2101.875,886.331
2739,2323.840,880.951
2740,533.448,880.537
2741,605.359,881.997
2742,1164.938,882.216
2743,1288.088,883.391
2744,1418.718,884.377
2745,335.734,884.802
2746,660.649,885.428
2747,689.007,882.638
2748,784.532,884.609
2749,2047.043,884.969
2750,933.685,885.059
2751,1070.884,889.119
2752,2166.092,889.055
2753,394.814,884.910
2754,1224.793,886.497
2755,1328.401,886.111
2756,1710.909,888.287
2757,2473.579,884.405
2758,419.927,885.171
2759,452.735,887.170
2760,483.956,880.923
2761,1123.567,892.606
2762,1307.930,885.246
2763,1448.013,886.109
2764,1686.916,887.346
2765,1997.568,886.834
2766,2346.616,891.744
2767,959.517,888.622
2768,1475.595,885.637
2769,1933.590,886.617
2770,366.249,887.332
2771,584.444,886.655
2772,1361.361,890.807
2773,1402.143,885.512
2774,1734.103,890.366
2775,622.710,885.756
2776,761.339,889.411
2777,1107.708,894.355
2778,1536.510,897.113
2779,1766.324,890.220
2780,2272.565,887.204
2781,2447.737,893.775
2782,294.515,889.841
2783,1263.636,888.899
2784,2182.268,887.155
2785,307.896,890.969
2786,378.418,893.193
2787,808.988,890.603
2788,1892.127,895.049
2789,1044.721,893.400
2790,1091.074,893.136
2791,1592.392,894.925
2792,437.280,893.128
2793,638.982,893.081
2794,674.907,892.014
2795,524.504,894.504
2796,543.736,893.007
2797,1027.342,900.398
2798,1433.612,891.944
2799,1491.424,896.716
2800,1661.461,894.573
2801,2363.429,894.162
2802,508.254,896.045
2803,739.765,893.578
2804,1829.753,895.759
2805,1859.388,894.496
2806,488.473,896.497
2807,837.205,903.869
2808,1393.772,897.516
2809,1461.851,895.667
2810,1955.864,898.269
2811,1977.373,898.624
2812,2252.681,898.266
2813,559.300,898.783
2814,871.106,899.636
2815,888.905,896.196
2816,271.504,903.341
2817,406.948,897.005
2818,575.764,899.632
2819,1000.137,901.266
2820,1243.667,898.398
2821,1914.931,896.793
2822,2082.491,898.780
2823,2121.521,902.031
2824,320.265,900.474
2825,341.779,901.250
2826,596.583,902.474
2827,614.867,897.305
2828,705.611,904.719
2829,723.510,903.152
2830,1277.893,900.496
2831,2196.096,900.420
2832,2329.770,899.994
2833,2399.395,895.938
2834,854.216,901.254
2835,1212.077,904.717
2836,1749.997,900.752
2837,466.556,897.581
2838,1376.358,904.264
2839,1514.759,901.546
2840,1574.585,908.859
2841,2225.605,900.982
2842,2278.554,903.558
2843,687.648,901.705
2844,821.280,909.349
2845,948.832,900.538
2846,1316.426,899.805
2847,1995.221,905.243
2848,2016.511,900.319
2849,361.524,905.291
2850,796.988,903.439
2851,927.968,904.320
2852,1191.460,905.551
2853,2049.608,909.089
2854,287.540,904.072
2855,421.969,905.389
2856,975.424,902.804
2857,1407.922,904.184
2858,1447.932,902.767
2859,1848.160,909.094
2860,1937.734,904.168
2861,2377.164,907.536
2862,388.305,906.352
2863,778.573,907.024
2864,1302.543,908.789
2865,1333.091,905.105
2866,1426.729,907.627
2867,1473.358,904.185
2868,1705.828,904.654
2869,650.595,911.934
2870,904.301,907.410
2871,1685.397,903.041
2872,2308.076,910.419
2873,1060.301,905.455
2874,1352.458,910.758
2875,630.642,912.358
2876,668.360,908.736
2877,2069.400,915.267
2878,2511.464,906.121
2879,302.055,913.484
2880,1550.084,914.988
2881,1727.053,909.169
2882,1785.949,911.254
2883,2477.631,919.888
2884,457.173,911.639
2885,478.964,910.820
2886,745.054,912.028
2887,761.195,911.130
2888,1083.000,913.425
2889,1171.092,911.114
2890,1817.425,915.442
2891,1867.023,915.044
2892,543.176,905.993
2893,1881.284,911.811
2894,2100.389,913.205
2895,439.195,907.811
2896,963.539,913.962
2897,1136.562,910.539
2898,1229.844,915.027
2899,1265.150,911.467
2900,1664.929,911.413
2901,2141.355,916.563
2902,502.641,914.042
2903,525.915,916.272
2904,1966.357,914.809
2905,2437.998,916.399
2906,1106.771,918.616
2907,1498.500,913.646
2908,407.369,914.100
2909,1015.988,916.081
2910,1152.997,915.659
2911,1921.356,917.981
2912,2217.218,916.764
2913,569.006,917.910
2914,613.149,915.292
2915,1045.459,914.281
2916,1756.908,915.911
2917,1834.784,916.894
2918,989.266,919.614
2919,1248.930,915.933
2920,2184.659,917.328
2921,2334.373,916.013
2922,553.105,917.962
2923,804.653,924.995
2924,888.947,921.532
2925,1125.280,921.561
2926,1679.744,917.811
2927,2016.844,922.023
2928,2244.491,920.463
2929,2264.170,924.500
2930,2455.154,921.449
2931,1281.933,919.089
2932,1472.532,920.200
2933,1947.730,920.451
2934,319.666,924.793
2935,345.298,925.263
2936,584.767,924.361
2937,696.410,919.244
2938,870.218,920.190
2939,932.207,921.236
2940,1390.217,921.909
2941,1704.275,921.835
2942,1895.149,921.748
2943,683.453,923.290
2944,1059.408,921.764
2945,1447.475,923.543
2946,2288.995,921.319
2947,370.627,925.836
2948,1032.088,922.368
2949,1331.486,925.058
2950,1409.195,925.744
2951,1732.601,923.579
2952,2040.852,930.609
2953,2421.441,923.811
2954,392.275,922.424
2955,855.048,923.836
2956,1981.062,926.239
2957,2546.169,927.428
2958,276.770,926.647
2959,440.267,923.035
2960,1370.384,927.865
2961,601.693,928.749
2962,1186.893,925.693
2963,2197.455,928.334
2964,2581.505,925.514
2965,492.010,926.878
2966,776.367,927.034
2967,954.200,925.614
2968,1205.527,926.895
2969,2127.728,929.208
2970,418.275,928.760
2971,726.261,933.560
2972,741.962,928.564
2973,908.909,929.490
2974,1005.991,929.741
2975,1793.231,925.550
2976,1805.588,934.787
2977,2085.906,930.020
2978,471.799,925.751
2979,664.821,926.231
2980,543.814,929.409
2981,1300.280,929.209
2982,1427.758,930.632
2983,1998.566,936.525
2984,2110.621,932.167
2985,707.621,933.739
2986,1168.005,931.241
2987,1222.859,932.173
2988,1637.214,933.195
2989,1661.971,930.757
2990,1074.279,935.053
2991,1100.797,934.706
2992,1505.150,933.649
2993,2326.317,930.220
2994,831.085,933.390
2995,1761.626,929.292
2996,1844.512,931.861
2997,622.937,935.243
2998,757.278,935.283
2999,974.549,931.283
3000,1245.518,932.805
3001,1688.198,934.071
3002,1776.755,938.259
3003,296.428,937.675
3004,512.861,938.826
3005,644.655,936.938
3006,1482.053,937.441
3007,1528.933,935.098
3008,1906.559,938.706
3009,1930.044,936.721
3010,2301.491,940.457
3011,398.751,936.541
3012,447.863,941.641
3013,1264.737,936.009
3014,1352.772,938.038
3015,1546.615,939.472
3016,1747.213,937.919
3017,1859.602,936.320
3018,1883.139,937.448
3019,1966.005,944.108
3020,2278.634,937.520
3021,1568.179,938.398
3022,2065.124,939.113
3023,2210.783,940.155
3024,2237.944,937.750
3025,1153.231,937.971
3026,1314.078,940.983
3027,428.904,941.137
3028,530.420,938.138
3029,1033.236,938.502
3030,1280.383,942.408
3031,1829.254,941.680
3032,2434.176,938.776
3033,466.060,944.524
3034,483.923,942.392
3035,556.029,943.148
3036,574.478,941.672
3037,852.734,943.103
3038,935.425,938.452
3039,962.040,941.933
3040,2465.433,939.123
3041,2507.330,940.787
3042,677.088,943.245
3043,1060.355,948.088
3044,1456.293,944.120
3045,873.767,944.636
3046,987.529,943.273
3047,1706.548,946.488
3048,2450.532,945.463
3049,333.729,945.898
3050,499.255,942.207
3051,1136.452,946.421
3052,1727.185,947.015
3053,2530.179,943.576
3054,896.042,945.118
3055,920.015,943.820
3056,1007.452,948.148
3057,1092.751,946.832
3058,1382.024,944.903
3059,1678.237,946.016
3060,2227.684,948.131
3061,1118.554,944.338
3062,2025.430,944.648
3063,364.072,953.257
3064,811.987,947.302
3065,1183.431,943.630
3066,1415.048,945.498
3067,1945.533,955.640
3068,2107.106,948.489
3069,2147.974,951.313
3070,2419.030,946.674
3071,1202.344,948.021
3072,270.493,951.090
3073,607.953,949.704
3074,1240.225,947.848
3075,2327.006,945.251
3076,388.374,950.249
3077,590.824,954.283
3078,1334.036,949.972
3079,1430.000,952.197
3080,2090.837,952.479
3081,2255.750,952.930
3082,311.109,953.488
3083,777.167,951.039
3084,954.091,957.669
3085,1221.487,949.828
3086,1659.598,954.242
3087,2126.166,953.442
3088,538.308,954.942
3089,739.188,953.125
3090,1399.676,954.098
3091,2055.515,955.942
3092,1294.969,955.355
3093,1860.961,954.166
3094,1878.783,957.048
3095,703.433,956.197
3096,796.011,958.767
3097,1164.652,954.656
3098,1495.912,952.355
3099,1796.384,957.036
3100,1814.838,954.755
3101,2357.878,956.693
3102,286.455,959.514
3103,653.397,955.907
3104,755.783,953.914
3105,829.674,954.973
3106,1360.840,957.056
3107,1517.834,954.448
3108,1842.326,956.877
3109,2519.449,954.326
3110,407.158,955.759
3111,633.162,957.464
3112,1040.707,957.207
3113,1255.173,960.041
3114,1897.386,955.713
3115,2339.207,957.431
3116,1022.695,957.154
3117,1766.343,959.972
3118,2377.389,960.332
3119,2471.536,958.003
3120,2488.171,959.782
3121,422.904,962.045
3122,1922.406,953.882
3123,1998.885,956.809
3124,2036.401,961.811
3125,2277.366,958.014
3126,975.827,960.606
3127,1087.607,964.284
3128,1746.793,956.566
3129,2183.213,967.631
3130,2200.215,957.916
3131,504.054,956.484
3132,935.094,959.016
3133,1465.485,961.701
3134,1481.456,957.579
3135,2441.629,960.623
3136,457.099,961.033
3137,720.638,961.510
3138,911.114,962.456
3139,1116.151,962.575
3140,487.617,959.307
3141,521.710,964.316
3142,570.429,964.175
3143,1184.209,961.087
3144,1783.047,963.060
3145,2396.830,964.650
3146,1275.605,962.601
3147,1310.380,963.982
3148,1635.703,963.807
3149,1686.649,966.986
3150,2018.534,961.386
3151,347.313,966.813
3152,852.562,960.465
3153,1538.196,963.344
3154,1918.026,968.932
3155,616.838,966.277
3156,883.050,964.879
3157,1579.858,965.942
3158,2225.287,965.409
3159,2310.134,970.328
3160,689.314,966.819
3161,993.511,969.116
3162,1229.791,966.649
3163,1380.364,967.088
3164,1445.235,966.901
3165,332.010,965.415
3166,443.388,967.388
3167,674.936,966.985
3168,1053.596,967.890
3169,1142.411,967.675
3170,1211.353,963.718
3171,473.192,971.309
3172,866.015,972.047
3173,1327.590,967.962
3174,841.409,969.244
3175,1350.114,967.186
3176,1710.243,965.636
3177,1828.431,968.263
3178,2428.366,972.219
3179,2513.219,966.418
3180,552.066,970.839
3181,773.034,970.603
3182,1973.709,967.000
3183,1988.766,975.523
3184,294.745,975.796
3185,390.896,970.219
3186,659.898,972.302
3187,1013.512,971.358
3188,1195.166,973.185
3189,1403.374,972.450
3190,1498.400,973.050
3191,1557.717,970.035
3192,1730.637,971.648
3193,2115.979,972.403
3194,2291.840,973.833
3195,809.515,973.447
3196,318.783,977.659
3197,747.910,973.576
3198,508.146,973.815
3199,729.521,973.964
3200,1517.124,973.727
3201,2334.199,972.929
3202,271.284,975.146
3203,599.212,978.042
3204,1424.264,977.765
3205,1647.806,978.696
3206,1754.724,975.943
3207,1864.413,975.488
3208,1895.090,975.371
3209,230.548,972.738
3210,930.775,972.975
3211,1811.470,973.835
3212,2206.219,977.674
3213,2251.887,980.751
3214,829.070,978.351
3215,1165.717,975.200
3216,2402.726,981.956
3217,2536.225,977.646
3218,491.071,975.160
3219,1035.846,977.311
3220,1065.045,976.655
3221,1267.658,976.177
3222,1480.601,978.873
3223,1963.763,982.652
3224,2016.992,979.732
3225,2093.997,975.492
3226,2146.993,977.908
3227,372.652,982.273
3228,537.750,979.290
3229,898.931,979.690
3230,945.485,980.024
3231,1665.996,975.017
3232,1940.987,977.940
3233,402.441,981.053
3234,638.121,980.502
3235,1291.020,979.250
3236,1340.892,982.148
3237,1843.134,981.524
3238,2273.836,977.811
3239,2352.502,983.305
3240,2464.435,985.048
3241,431.735,979.012
3242,1363.276,981.896
3243,2168.729,988.064
3244,973.971,984.460
3245,1236.585,982.801
3246,1796.508,981.650
3247,2521.808,982.059
3248,713.637,986.387
3249,1111.702,983.262
3250,1131.878,984.513
3251,1215.457,982.935
3252,1460.369,986.028
3253,1709.525,983.641
3254,1776.231,982.193
3255,453.816,985.692
3256,794.340,986.388
3257,851.920,984.911
3258,919.129,984.853
3259,1528.859,982.440
3260,1586.933,982.917
3261,2375.061,982.211
3262,2486.504,984.448
3263,350.214,986.964
3264,579.870,984.712
3265,761.529,985.429
3266,957.643,989.000
3267,1307.643,983.482
3268,1908.922,986.975
3269,2133.230,985.845
3270,242.679,982.643
3271,1089.476,984.578
3272,2041.870,989.637
3273,559.529,994.905
3274,1439.017,993.336
3275,1677.047,988.806
3276,1825.235,989.940
3277,411.372,992.950
3278,525.055,990.468
3279,612.674,1005.046
3280,1025.120,988.667
3281,1072.645,987.438
3282,1250.938,998.642
3283,1564.017,989.513
3284,1738.376,991.019
3285,2325.614,993.713
3286,495.970,987.991
3287,885.934,993.921
3288,1006.124,990.681
3289,1178.752,993.002
3290,1321.337,993.143
3291,1382.663,997.137
3292,2074.271,1008.396
3293,2417.980,991.652
3294,2507.454,991.109
3295,1265.387,989.545
3296,1622.808,991.531
3297,2111.266,989.401
3298,1052.771,992.270
3299,1151.932,993.863
3300,2092.756,994.568
3301,742.721,993.756
3302,778.738,994.444
3303,989.206,992.123
3304,1403.317,990.227
3305,1659.355,987.627
3306,2057.081,999.204
3307,476.776,991.952
3308,1693.266,997.893
3309,1927.545,994.998
3310,508.040,996.544
3311,662.006,1001.276
3312,680.709,996.071
3313,817.229,996.523
3314,865.509,996.070
3315,1500.022,1002.556
3316,295.864,993.448
3317,336.624,1000.181
3318,625.859,998.256
3319,1999.343,997.872
3320,1288.430,998.682
3321,1809.738,1000.407
3322,1854.830,1001.750
3323,1984.292,994.417
3324,2278.152,995.111
3325,2298.836,997.586
3326,2628.262,997.859
3327,249.522,999.087
3328,270.774,1000.668
3329,317.339,1004.108
3330,934.866,1000.294
3331,1484.514,996.792
3332,1533.867,996.606
3333,1763.664,996.645
3334,1947.249,1002.654
3335,1517.277,1001.725
3336,593.073,997.143
3337,836.353,999.024
3338,1101.102,996.873
3339,1786.596,999.290
3340,1892.092,1004.258
3341,2377.178,1001.571
3342,358.830,1002.406
3343,388.550,999.388
3344,1035.694,1000.928
3345,1357.867,1002.727
3346,1599.699,1002.423
3347,1643.136,1000.446
3348,643.087,999.877
3349,910.386,1001.928
3350,2019.349,999.341
3351,699.464,1004.332
3352,1338.011,1003.897
3353,1548.749,1002.570
3354,1659.986,1003.178
3355,2140.477,1001.856
3356,1086.144,1003.582
3357,1307.087,1006.500
3358,1466.693,1008.326
3359,2119.080,1006.152
3360,1069.021,1003.184
3361,1232.248,1004.670
3362,1967.977,1006.431
3363,2460.936,1006.839
3364,423.243,1005.739
3365,533.183,1008.859
3366,763.774,1007.144
3367,1133.612,1001.925
3368,1270.088,1002.153
3369,1710.301,1003.854
3370,374.650,1011.812
3371,458.271,1008.281
3372,735.072,1004.961
3373,802.916,1004.414
3374,1195.777,1013.896
3375,2357.397,1007.006
