Label,Mean
1,1.925
2,9.714
3,0.136
4,2.143
5,0.857
6,7.474
7,12.273
8,5.936
9,11.818
10,0.000
11,2.036
12,10.385
13,10.458
14,0.029
15,4.721
16,3.111
17,30.839
18,7.360
19,4.200
20,9.351
21,3.767
22,4.117
23,5.299
24,18.521
25,2.286
26,8.070
27,19.462
28,3.951
29,7.265
30,14.325
31,7.345
32,17.595
33,6.686
34,2.039
35,36.649
36,30.723
37,9.158
38,11.353
39,20.243
40,65.242
41,22.172
42,4.791
43,9.674
44,9.383
45,7.095
46,31.995
47,7.938
48,19.580
49,6.730
50,11.644
51,20.950
52,12.960
53,2.530
54,1.430
55,10.591
56,3.512
57,12.085
58,30.205
59,1.770
60,12.176
61,16.376
62,2.878
63,6.857
64,12.069
65,54.862
66,6.573
67,11.929
68,9.252
69,17.622
70,6.768
71,3.140
72,2.558
73,9.760
74,3.000
75,22.484
76,35.376
77,2.380
78,13.168
79,1.421
80,8.981
81,9.354
82,3.857
83,3.794
84,9.922
85,3.320
86,12.601
87,51.884
88,6.200
89,26.230
90,2.800
91,14.323
92,27.267
93,0.283
94,22.718
95,15.048
96,17.877
97,6.571
98,17.869
99,4.704
100,49.956
101,4.953
102,22.232
103,5.862
104,64.135
105,25.807
106,8.609
107,28.909
108,6.873
109,34.134
110,19.563
111,12.435
112,7.106
113,18.693
114,15.250
115,17.520
116,3.953
117,0.556
118,6.459
119,18.581
120,11.036
121,2.720
122,7.839
123,5.226
124,4.753
125,10.142
126,15.381
127,7.840
128,22.111
129,3.929
130,27.404
131,4.291
132,3.421
133,10.260
134,15.968
135,88.054
136,16.564
137,13.585
138,3.448
139,0.894
140,3.286
141,27.962
142,16.227
143,27.211
144,37.164
145,3.124
146,17.706
147,44.917
148,10.149
149,72.559
150,1.828
151,37.010
152,37.305
153,14.355
154,3.072
155,4.273
156,1.732
157,26.984
158,25.955
159,17.840
160,9.373
161,20.102
162,23.658
163,0.350
164,5.984
165,25.149
166,4.946
167,3.101
168,5.978
169,29.695
170,13.974
171,5.222
172,1.432
173,2.197
174,28.199
175,7.247
176,9.489
177,12.364
178,2.682
179,27.392
180,12.995
181,2.530
182,4.689
183,20.971
184,28.482
185,2.643
186,12.744
187,10.495
188,3.347
189,14.813
190,13.070
191,1.213
192,1.942
193,7.888
194,1.289
195,19.631
196,23.616
197,1.651
198,33.660
199,10.957
200,25.280
201,2.769
202,23.599
203,43.519
204,19.205
205,70.244
206,18.883
207,2.022
208,3.050
209,0.784
210,6.496
211,15.708
212,41.266
213,15.560
214,21.209
215,11.307
216,11.298
217,17.788
218,9.514
219,12.099
220,30.544
221,11.843
222,4.547
223,16.741
224,11.816
225,0.488
226,18.583
227,5.644
228,38.842
229,50.953
230,7.720
231,0.576
232,7.675
233,4.378
234,30.456
