X,Y,Z
45149.4,43151.8,87.2722
45273.8,43018,163.907
45120.8,43163.9,213.932
44676.7,43597.6,282.646
44947.8,43318.2,125.182
44788.4,43479.3,119.755
44784,43486.1,91.5495
45022.6,43255.4,46.8099
45133.4,43116.7,269.223
45091,43158,256.452
44786.5,43496.8,95.7815
45129.5,43151.4,48.4676
44656.7,43588.7,266.805
45067.6,43203.9,118.102
45017.3,43253.7,85.7705
44717.7,43546.6,166.007
44719.9,43531.7,274.69
44694.5,43581.2,69.9875
44739.5,43562.9,58.6778
45204.7,43046.1,272.182
45104.8,43161.1,149.978
44692.4,43573.2,145.212
45227.6,43037.4,141.862
44882,43370.8,239.034
44937.5,43332.6,143.813
44844.9,43437.2,45.8462
45047.2,43214.6,183.894
44858.4,43406.4,159.667
44679.5,43579.5,195.341
45249.9,43032.9,46.2335
44862,43421,39.7806
45038.6,43226.2,143.874
45065.6,43191.6,249.837
44938,43327.5,166.069
44920.4,43348.6,221.392
45153.2,43109.6,186.176
45090.2,43182.3,108.828
44706.5,43553,240.728
44940.7,43333.2,123.517
44679.3,43581.1,254.375
45067.4,43198.8,218.323
45161,43117.5,108.506
44710.1,43554.4,186.056
44939.1,43315.7,282.046
45053.5,43210.4,200.319
44882.8,43400.9,50.6044
45195.3,43088.2,37.653
45197.8,43057.4,285.919
44920.7,43345.1,187.765
44683,43590.8,149.698
44852.6,43420.9,150.913
44736,43529.1,279.941
44760.3,43504.4,219.769
44692.3,43567.3,242.169
44873.9,43398,170.526
45136.4,43137.4,145.988
44952.4,43325.1,139.71
44685.3,43589,176.269
45150.7,43112.9,265.705
44697.8,43562.1,267.511
45172.4,43106.1,110.537
45140,43118.1,266.502
45096.6,43172.6,209.174
44925,43318.3,136.744
45105.7,43137.2,184.171
45214,43018.3,276.156
45023.2,43231.1,79.4226
44665.8,43563.2,269.929
45092.1,43156.3,105.78
45037.2,43209.4,130.91
44955.3,43300.7,85.1429
45278.2,42972.3,87.9846
45016.1,43231.3,107.194
44866.5,43385.8,92.3907
44776.1,43459.2,239.282
45145.4,43100.6,149.321
44702.5,43546.1,124.207
45081.4,43172.2,77.6377
45106,43146.9,94.586
44771.5,43483.1,91.512
45144.6,43110.2,97.0236
44918.8,43331.3,125.602
44930.6,43308.8,184.65
45069.7,43179.4,130.213
45303.6,42925.4,271.41
44885.8,43350.7,243.668
44662.8,43597.7,37.9835
44980,43281.9,36.6419
44937.8,43324.6,53.211
44900.6,43346.8,144.232
44882.5,43367.7,129.419
45003.8,43238.9,187.129
44819.5,43420.1,243.264
44930.8,43320.9,159.153
44893.8,43367.2,85.1102
45068.5,43176,227.997
44715.2,43553.9,40.6155
44673.1,43581,137.781
45027.7,43230.8,113.449
45291.5,42943.5,273.807
45066.6,43180.1,169.364
44659.6,43592.2,157.829
45266.2,42992,111.553
44657.4,43606.1,57.8766
45253,43011.2,68.7324
45161.7,43095.5,118.097
44735.3,43524.9,152.106
44699.4,43562.6,122.003
45164.2,43087.9,165.443
45200,43080.3,56.556
45216.9,43048,92.7579
44857.9,43403.2,122.167
45187.6,43091.6,78.2491
45246.6,43018.2,80.3553
44776.3,43473.6,210.22
45183.9,43088.9,108.227
45017.3,43231.2,200.194
45116.3,43157.3,42.7075
44988.7,43285.9,33.885
44726.3,43534.1,194.668
44699.3,43547.2,224.156
44685.9,43567.8,214.256
44925.4,43334.4,144.934
44884,43372,177.674
44787.3,43489.5,39.8964
45285.1,42982.3,79.7046
45273.9,43000.3,73.8133
45165.5,43099.6,133.176
44662.5,43579.8,285.581
44673.8,43592.1,102.067
45173.8,43084.2,187.352
44712.2,43542.7,180.282
45096.6,43182.8,94.7075
44807.8,43405.7,242.077
44825.7,43382.4,281.2
44700.5,43516.4,239.166
45187.2,43034.4,190.531
45141.5,43074.4,220.409
45256.6,42976.4,94.7743
45192.6,43024.7,227.277
44835.1,43387.2,173.607
44779.1,43433.6,273.143
45256.8,42969.9,167.465
44774.4,43468.9,57.2735
45277.5,42962.5,49.386
45021.2,43208.2,122.596
44916.1,43313.2,131.295
44745.7,43472.5,263.104
45064,43151.2,250.112
45294,42916.7,274.123
45040.7,43206,36.4852
45097.5,43132.5,188.209
44942.6,43286.1,164.003
45110.5,43117.1,148.806
45138.3,43090,152.267
45117.4,43096,283.364
44748.8,43464,285.613
45077.9,43145.5,232.035
45042.5,43174.8,272.467
45150.3,43081.7,148.457
45266.8,42950.4,278.601
44787.3,43458.6,83.4072
44893.3,43356.1,35.231
44848,43377.4,215.094
45059,43176.9,124.352
44862.9,43378.3,137.155
45181.4,43043,210.895
44794.3,43433.7,169.383
44801.4,43418.5,268.231
45271.7,42976.2,116.291
44903,43343.4,61.3856
44733,43501.5,168.734
45049.9,43171,250.653
45004.4,43237.3,107.303
45080.9,43159.4,134.703
44782.7,43442.7,250.723
45091.2,43126.3,281.062
45116.3,43130.8,220.934
44764.8,43463.9,215.13
45111.9,43130.3,127.391
45096.7,43140.2,158.759
45333.3,42900.9,151.967
45077,43154.9,182.186
45028.9,43219.3,59.7956
44998.1,43247.9,75.6117
45098.8,43128.9,227.078
44738.4,43494.8,212.244
45271.2,42959.8,275.888
44883.1,43370.3,36.5098
44833.9,43394.4,260.052
45053.6,43195.1,75.4116
45147.4,43102.4,46.4164
45164.4,43082.8,187.347
44916.6,43310.8,229.629
45174.1,43065.8,157.532
44984.2,43263.5,93.2454
44823.4,43414.2,160.064
44827,43428.2,77.7148
44737.3,43487.4,284.081
44794.7,43446,156.007
44693.9,43550.7,133.475
45058.1,43180.6,202.394
44699,43536.1,234.243
44801.8,43452.5,55.6621
45181,43078.1,46.9155
44843.6,43376,82.4476
44865.2,43361.6,51.9955
45182.3,43024,182.795
45028.6,43169.5,261.077
45085.5,43127,112.74
44713.5,43486.4,224.662
44774.6,43432.3,177.848
45077.9,43124.1,235.599
45253.2,42968.9,72.217
45179.6,43018.6,264.58
45246.3,42978.1,73.0034
44772.2,43456.7,38.8471
45321,42902.4,68.7383
44678.5,43540.6,97.5644
44896.9,43311,193.949
44815.7,43384.8,240.5
45063.3,43164.6,42.1767
45160.9,43057.4,126.347
44659.9,43552.4,162.425
45015.3,43180.1,285.628
44851.9,43343.5,283.639
45115.4,43101.4,142.207
45085.9,43137.7,86.228
44750.1,43451.4,236.772
45080,43137.8,137.841
45185.6,43016.1,245.347
45052,43177.9,42.663
45164.4,43032.5,282.766
44699,43500.1,282.807
44798.3,43403.6,275.879
45212.3,43019.4,93.1612
45251,42959,202.661
44822.3,43406.2,45.5645
44903.5,43313.4,143.416
44710.6,43511.7,145.548
44726.6,43496.6,130.509
44799,43406.5,237.839
45053.1,43180.2,94.6709
45040.6,43189.4,54.2681
45243.5,42977.8,105.167
44686.3,43531.9,195.928
44947,43273.8,116.191
44998.6,43215.6,184.022
45102.4,43110,211.446
44738,43462.3,285.323
44810.9,43415.1,110.454
44746.7,43462.8,238.257
44736.6,43488.6,103.694
44765.3,43447.3,225.68
45018,43186.7,263.604
44984.4,43251,33.1898
44667.2,43559.5,97.5721
45119.8,43126,47.7586
45089.3,43117.1,283.583
44918.9,43313.1,63.568
44875.1,43357,79.7506
45058.7,43171.8,72.2648
44762.9,43467.2,88.1772
45197.2,43028.9,147.144
44931.9,43278.5,263.073
44704.6,43506,263.934
44866.4,43341.3,284.47
44798.9,43438.5,52.0104
44687.8,43540.5,111.537
45029.3,43191.2,180.242
45006.7,43220.7,125.266
44780.4,43439.3,221.371
44658.2,43571,102.942
44662.6,43510.1,285.32
45303.2,42901.8,50.9491
44669.2,43522,147.175
44959.2,43244.8,37.4834
44847.7,43345.2,134.072
45079.7,43121.1,75.9466
44721.6,43460.9,232.535
45125,43082.8,46.7962
44726.2,43466.4,129.678
44890.5,43286.9,228.739
44753.1,43449.4,61.1629
44976.1,43222.9,70.6989
44793.3,43380.2,283.853
44728.3,43453.4,254.542
44673.4,43520.7,125.083
45094.5,43081.6,261.945
44746.7,43440.1,184.855
45190.6,43017,46.9961
45088.8,43089.6,284.895
44797.9,43382,238.321
44825.2,43347.8,285.258
44933.3,43256.9,162.664
45234.3,42969.5,78.9725
45188.3,43002.7,184.05
44697.8,43489.1,229.69
44892,43293.6,214.483
44724.8,43490.9,33.7954
44955,43225.6,237.102
44879.3,43312.2,181.521
45076.1,43118.5,159.885
44991,43218.4,34.0384
45011.1,43176.1,212.158
44759.6,43451.9,31.6825
44869.3,43325.4,157.781
44796.3,43387.8,273.191
44980.2,43206.1,230.823
45196.6,43003.3,168.289
45031.9,43163,199.475
44760.6,43420.7,279.25
45055.8,43147.8,113.197
44896.8,43307.1,122.105
45037.2,43179,43.1707
44674,43520.5,200.648
45106.2,43111.5,45.2664
44890.4,43308.5,157.841
44934.7,43250.3,265.683
44889.9,43320.7,74.7751
45189.3,43019.6,151.403
44805.2,43395.4,156.794
44949.7,43239.1,247.958
44932.2,43274.2,129.938
44877.6,43319.8,208.706
44927,43264.2,239.015
45294.3,42921.1,63.0734
45098.8,43107.5,122.078
45028.2,43175.8,158.886
45208.5,42979.7,284.693
44788.8,43432.9,62.2323
44778.7,43426.7,221.315
44707.1,43507.9,123.894
44714.9,43487,260.949
45169.5,43006.7,109.408
45259.5,42910.5,109.453
44874.2,43308.4,80.4409
44793.6,43381,86.5297
44772,43388,211.064
44742.2,43417.1,229.47
44745,43419.4,173.317
45192.1,42980,155.152
44744,43440.3,52.6683
44772.2,43406.6,82.5324
44895.3,43280.1,106.859
44742.3,43410.4,280.494
44904.9,43255,216.33
45186,42993,131.255
44893.3,43290.8,65.8786
45226.1,42948.5,171.678
44980,43180.7,216.577
44674.3,43478.3,274.363
44879.2,43298.2,102.282
44770.6,43416.9,163.322
44902,43280.1,67.3174
44686.9,43489.2,185.736
44729.8,43452.1,123.044
44803.6,43374.9,131.901
44711.5,43455.4,188.523
44883.8,43278.6,221.76
45050.8,43119.6,184.241
44955.2,43226.6,69.9966
44772,43412.9,64.863
45260.2,42907.6,216.086
44980.7,43206.5,99.8425
45115.8,43080.4,47.446
44779.9,43390.5,200.839
45199.7,42967.1,250.356
44779.7,43390.9,171.568
44957.6,43203.9,247.183
44827.9,43358.1,91.0601
44740.8,43446.9,91.4987
44810.3,43356.1,231.519
45286.1,42893.9,114.202
44931.6,43234.2,218.475
44810.5,43375.2,224.599
45137.9,43048.8,76.14
44953.1,43235.1,87.7724
44752.7,43413.7,232.044
44771.6,43390.4,282.376
44913.7,43281.2,24.2345
44817.3,43361.9,175.583
44807.6,43368.6,215.769
44991.5,43172.3,270.757
44855,43309.4,276.595
44819.2,43366.9,85.5327
44833.2,43339.8,207.317
44722.5,43451.1,236.052
45138.9,43036.6,181.911
44919.1,43268.7,78.368
44934.7,43259.1,32.5317
44990.3,43202.4,75.7835
45103.5,43080.3,136.388
44719.1,43451.7,216.935
45071.8,43102.8,192.094
44833.6,43351.1,128.941
45117.9,43069.1,170.779
44757.5,43430.1,114.507
45057.1,43121.8,151.888
44773.1,43431.1,46.155
44794.6,43390.1,124.195
44821.7,43363.4,122.999
45028.9,43150.8,201.513
45220.2,42970.3,85.9559
45021,43162.5,187.68
45223.9,42982.5,71.8704
45042.1,43125.8,267.55
45070.7,43131.6,40.4099
44898.6,43306.5,27.1701
44735.4,43450.6,181.981
45086.5,43114.5,48.6261
44723.5,43474.5,30.1677
44970,43196.7,282.163
44741.2,43454.9,71.2982
45261,42939.7,49.8135
44873.1,43303.6,246.39
45234.6,42965.2,124.209
45050.5,43135.3,148.993
44872.2,43259.9,236.41
45217,42942,50.4155
44971.4,43172.5,188.319
44707.3,43424.8,268.793
44918.6,43239.8,36.698
44880.5,43282.3,45.207
45050.9,43099,118.539
44875.3,43280.3,109.079
44919.5,43232.8,111.314
45047.8,43116,52.8446
44817.9,43342.6,52.5699
44684.2,43452.2,246.867
44733.5,43421.8,132.978
44889,43277.6,30.8709
45020.3,43132.6,123.008
45096.9,43044.2,221.44
44843.4,43303.9,188.248
45100.9,43055.8,87.39
45095.4,43047.9,242.3
45032.6,43125.4,66.0678
44746.6,43408.8,102.913
44933.1,43203.9,233.835
44875.2,43270.2,174.035
44826.5,43337,77.0946
44770.6,43375.8,186.451
45196.2,42949.4,175.447
45181.3,42984.8,74.0136
44869.4,43287,133.453
45106.2,43032.9,264.29
45004.8,43149.5,143.062
44900.7,43247.4,163.37
45096.6,43049.1,211.682
45019.6,43142.9,64.8647
45084.6,43079.7,49.9972
44695.6,43461.4,130.798
44958.9,43209.1,28.0912
44959.9,43186.7,185.672
44943.6,43222.7,58.3984
44731,43433.1,58.1811
45030.8,43136.4,35.9959
44903.6,43263,57.4586
44956.9,43207.6,72.132
45003.6,43169.4,34.7588
44992.5,43166.7,110.447
45051.7,43093.4,257.832
45055.4,43097.6,181.854
45070.1,43099.2,46.0254
44758.1,43383.9,272.244
44746.6,43417.5,127.377
44758,43386.9,236.823
44710.4,43451.4,114.017
44746.4,43397.1,274.092
44830.5,43343.2,63.4178
45077.5,43093.7,52.3018
45059.6,43083.5,277.217
44890.1,43253.1,272.436
44713.1,43451.9,96.6868
44753,43397.9,211.551
45088.1,43062,233.893
44785.3,43362,258.909
45255.7,42902.9,135.9
45084,43090.9,33.3476
45045.1,43103.9,235.69
44801.2,43352.7,207.255
44829,43346.9,31.7765
45212.5,42958.6,112.968
45074,43074.6,276.581
45046.4,43129.2,43.4552
45077.5,43087.6,202.054
44756,43419.2,115.235
45259.3,42894.3,210.593
45071.9,43104.6,75.0844
44915.1,43262.7,46.3979
44725.6,43449.5,56.343
45081.8,43089,119.827
44998.9,43168.7,152.174
45179,42994.1,108.581
45059.7,43100.3,270.205
45006.3,43160.7,139.611
44786.3,43369.3,228.648
45019.4,43089.6,256.62
44691.4,43423.3,230.865
44808.9,43300.8,240.935
45045.3,43077,149.816
45028,43103.2,79.9837
45190.1,42944.8,74.1629
45007,43120.3,116.94
44671.9,43450.6,168.901
45116,43011.1,108.822
44950.4,43170.9,158.332
45113,43013.2,143.442
45243.2,42889.9,68.7358
45221.7,42887.3,256.153
44680.8,43454.1,66.8683
45171.5,42943.9,207.301
44951.2,43156.1,263.925
45081.9,43058,32.4146
45220.5,42915,93.2603
44743.8,43395.4,32.0677
44662.9,43454.4,221.232
44868,43244.8,263.639
45125.7,43014.8,41.9266
44893.3,43223.8,220.435
45076.1,43031.8,284.671
44777.1,43357.3,79.357
44924.9,43203.9,120.118
44832.4,43276,281.452
44930.9,43203.5,78.0564
44742.2,43393.4,114.18
45218.5,42922.1,61.3772
44807.3,43309.7,225.073
44825.7,43309.4,94.63
45227,42909.9,43.8884
44907.5,43234,40.5952
45178.1,42948.7,145.424
44893.4,43239.5,117.255
44691.8,43431.2,188.422
44831.5,43301.2,152.343
45006.9,43134.8,103.203
45159.6,42959.4,237.373
45017.7,43111.9,147.08
44938,43195.9,102.069
45053,43086,76.4435
44843,43296.3,59.074
44960.1,43178.6,90.74
44890,43234.1,195.139
44939.7,43208.5,41.1765
44921.1,43220.2,61.4238
44709.5,43434.8,59.2548
45145.5,42998.3,65.2685
45128.2,43003.5,182.184
44996.7,43128,195.709
44855.4,43291.6,50.7669
44840.8,43304.5,119.84
44924.1,43194.5,266.885
44906.9,43220.4,205.967
44669.9,43468.3,207.578
45057.9,43102.3,34.5028
44727.3,43414.6,88.6283
45146.9,42997.2,105.725
44699.2,43416.9,282.252
45168.3,42968.2,122.037
44843.3,43290.9,167.272
44777.5,43346.3,230.887
45177.1,42956.2,160.031
44987.2,43132.9,251.049
44667.7,43459,243.389
45037.7,43102.6,101.126
44966.8,43177.5,80.3343
44853,43281.2,153.074
44883.6,43266.9,26.8194
44918.3,43208.6,217.217
44990.7,43137.3,218.427
45067.9,43062.2,225.823
45000.1,43156.1,39.4728
45065.9,43057.7,259.56
44812.7,43309.5,270.324
45088.4,43067.8,41.927
44862.8,43268.5,202.393
45058,43071.4,267.704
44782.1,43357.7,189.33
45043.8,43102.8,118.421
45034.3,43093.1,241.772
44876.4,43268.6,120.596
44969.4,43186.6,66.3821
45129.8,43027,62.7045
45055.9,43090,142.735
45005.3,43151.6,72.1755
45042.9,43096.8,161.529
44868.7,43288.9,45.0011
44938.1,43190.2,261.484
44724.9,43429.3,103.986
44804.1,43349.6,54.3516
45197.5,42940.5,190.964
44910.6,43231.6,153.25
44906.9,43239,131.334
45040.9,43103.1,135.826
45081.2,42999.6,283.371
44928.9,43154.2,261.898
45123.7,42984.4,92.1991
44802.6,43286.1,214.558
44882.7,43228.1,53.2309
44941,43144,251.535
44841.9,43266.5,64.9892
45128.9,42956.1,285.804
44700.4,43406.6,99.2419
44827.4,43280.9,94.0283
45133.4,42971.7,113.604
45125.3,42988.8,44.2313
44850.1,43256.5,90.2936
45001.1,43109.6,90.4251
44658,43440.5,149.573
44740.2,43350.8,219.669
44912.8,43192.9,166.389
44743.6,43367.9,90.1731
44678,43407.3,283.717
44957,43137.6,211.103
45085.4,43026.6,131.19
44986.9,43106.9,243.592
44801.6,43298.8,161.113
44658.8,43441.7,170.719
44847.3,43249.6,213.749
45057.1,43060.6,24.8584
44701.7,43415.3,123.63
44981.6,43116.9,202.47
44839.8,43283.5,31.3186
44706.4,43387.2,242.48
44974,43135.7,124.332
44755.4,43362.2,64.8573
44696.9,43420.4,78.5199
44828.8,43273.9,184.993
45119.4,42987.5,155.455
44666.8,43436.8,190.093
44905.4,43213.2,94.6173
45132.7,42974.4,146.649
44731.5,43369,236.748
45036.5,43081.7,90.7121
45134.8,42974,170.001
44758.3,43336.2,266.004
45009.8,43083.7,260.974
44910.4,43195,243.637
44989.4,43119.2,186.153
44839.9,43266.9,201.882
44771.2,43348.5,100.962
44947.7,43173.2,82.946
45008.9,43108.4,127.358
44885.7,43236.6,63.2071
45081.9,43022.5,212.775
44779.6,43325.4,198.558
44848.6,43263.5,166.51
44857.5,43263.1,86.847
45125.6,42995.1,133.047
45145.8,42970.5,159.36
44891.1,43211.9,251.712
44662.2,43464.6,97.2096
45238,42885.7,81.7395
45047,43076.3,103.644
44664.6,43444.2,223.199
45005.3,43117.2,98.601
45064.4,43057,111.522
44840,43276.1,160.383
45103.4,43018.1,127.175
44728.5,43397.6,95.1646
44783.3,43331.7,172.948
44744.2,43363.7,278.671
44786.8,43338.8,119.938
44671.5,43448.4,138.876
45148.6,42938.1,75.2354
45166.4,42903.5,213.65
44702.7,43386,101.252
44677.1,43400.1,216.737
45142.8,42934.7,153.454
44872.2,43210.5,108.39
44979.3,43086.5,261.102
44735.1,43338.7,195.722
44990,43105.7,89.5416
44786.2,43286.7,171.15
45054.7,43035.8,95.0589
44715.8,43357.3,194.153
45090.4,42984.4,188.326
44914.8,43180.1,47.3938
45191.6,42901.6,62.2145
45076.4,43016,67.9019
44907.7,43167.3,187.902
44785.8,43305.7,96.0365
44727.9,43366.4,33.4429
45064.1,43023.7,89.1376
45084.7,43004.7,138.304
44986.6,43080.7,284.584
44680.3,43415.9,32.2959
44663.9,43429.5,82.4693
44841.1,43254,31.7606
45004.9,43067.5,224.214
45100.2,42997.8,104.728
45146.8,42921,270.507
44802.4,43274.1,189.939
44754.1,43334.3,98.69
45138.6,42951.6,87.6934
44799.8,43295.1,63.1273
44819.1,43247.1,285.506
44890.8,43177.7,268.023
44848,43247.2,92.8895
44668,43412.8,190.501
44904.4,43163.7,266.694
44961.4,43112.6,258.231
45182.5,42913.8,65.3915
44770.2,43310.7,163.022
45050.3,43051.6,44.6931
44693.2,43395.4,149.552
44724.2,43366.3,133.043
45191,42904.4,98.1861
44770.7,43328.4,25.9741
44692.5,43395.2,174.256
44667.4,43406.4,241.332
45024.8,43087.1,32.1274
44848.4,43231.3,223.133
44766.7,43327.6,96.1221
44986.2,43112.3,78.5491
45101.4,42974.2,283.681
44724.1,43379.1,70.3062
44967.5,43117.3,161.675
44951.7,43151.5,27.7839
44827.3,43265.7,112.21
44829,43243,278.047
44733.1,43343.6,281.939
44739.8,43345.8,184.859
45151.4,42949.6,69.5927
45013.8,43065.9,237.025
44659.3,43428.3,176.254
44737.2,43363,74.0814
45156.2,42942.9,115.592
44746.7,43359.4,31.1776
45021.7,43074.3,234.039
44784.9,43312.1,117.864
44782.7,43304.4,182.719
44796.2,43290.8,196.842
45046.7,43056.9,91.2609
44811.9,43276.8,185.569
44697.4,43379.8,282.852
45016.6,43093.4,57.675
44925.5,43165.7,185.788
45003.8,43083.8,202.909
45171,42923.8,155.178
44776.3,43327,92.3613
45103,42980.1,268.568
45121.1,42972.7,150.12
45008.7,43090.8,117.371
45180.4,42922.6,118.711
44717.4,43389.7,134.247
44713.2,43373.1,237.899
44743.1,43367.5,56.7856
44913.3,43130.9,247.216
45144.2,42920.1,48.1011
44969.4,43083.2,166.928
45050.3,43018.2,27.6472
44740.1,43307,216.247
44688.1,43350.3,281.465
44986.3,43084.7,46.6309
44997.3,43047,238.071
45107.4,42950,138.634
44876.1,43173.8,226.492
44756.9,43292.3,190.56
44661,43388.6,205.583
45073.3,42975.2,230.73
44982,43067.1,187.488
45104.3,42949.4,156.633
45086.7,42954.9,266.357
44772.2,43285.3,153.017
44659.1,43408.3,66.1223
44958.9,43102.8,129.351
44705.6,43358.4,116.076
44711.8,43341.7,181.25
44680.7,43375.6,225.43
45108.7,42974.4,46.9165
44751,43308.9,129.848
45009.3,43063.6,50.3059
44934.7,43138.6,56.6647
44993.6,43076.3,83.0258
45008.7,43042.1,213.588
44937,43117.8,231.427
45038.3,43027.7,106.741
44785.4,43289.3,34.1867
44791.7,43283.2,113.124
44987.7,43064.6,238.995
44905.3,43144.5,246.138
45006,43041.6,250.572
45102.8,42972.3,69.599
44903.2,43155.6,170.896
45015.5,43053.9,108.532
44674.1,43384.5,204.938
45107.3,42966.5,88.7647
44893.7,43161.6,225.136
44759.7,43318.7,30.6671
44951.8,43122.2,88.1171
45093.6,42989.7,34.1395
44670.7,43384.2,243.047
44990.6,43086,71.7575
44706.3,43353.3,215.411
44679.9,43383.5,180.107
44960.8,43101.4,198.152
44790.6,43272.6,167.471
45045.6,43020.3,147.645
44988.3,43059.8,283.182
45032.1,43028.3,187.109
44960.1,43116.1,83.7806
44659.6,43412.1,118.103
45035.4,43036.8,97.963
44799.1,43275.8,71.6068
45069,42992.8,251.846
44902.5,43177.8,63.1172
44714.9,43344,203.15
44767.6,43311,65.7179
44692.9,43384.1,55.9454
44679,43398.3,66.0579
44816.1,43264.7,47.7774
44816.6,43253.4,117.36
44893.6,43173.4,151.466
45031.1,43047.5,55.6545
44906.2,43179.2,29.9506
45083.4,43001.4,79.2499
44887.4,43184.8,122.456
45062.9,43002.8,170.557
45131.3,42939.6,141.102
44731.1,43346.8,83.1494
44890,43169.8,230.309
44669,43411,76.0155
44831.4,43260.9,32.1451
44997,43079.2,120.823
45163.5,42912.5,120.483
45077.1,43006.2,90.2042
44938.2,43140.5,94.37
45004.3,43069.3,132.388
45075.4,43010.9,45.5829
44831.9,43248.5,76.6731
45094.9,42965.3,247.169
45153.6,42925.2,107.072
45184,42891.3,158.493
44725.6,43337.3,228.901
44722,43333.9,282.396
44814.3,43251.4,205.128
44837,43241.8,102.48
45017.7,43054,158.755
45151.4,42937.9,42.7586
45131.8,42947.2,113.259
44981.1,43109.4,63.8424
44785.9,43306.9,37.7471
44736.2,43329.8,222.256
45096.8,42979.6,173.33
44715.7,43354.7,257.268
45179.3,42911.9,36.9684
44933.4,43156.6,39.2131
44683.6,43390.8,157.72
44729.7,43347,144.388
44991.8,43058,44.629
44813.6,43209.3,231.166
45076.4,42967.6,91.5645
45001.3,43035.5,162.275
44726.7,43318.3,52.2318
44813.4,43214.9,155.735
44931.6,43105,125.439
44732.5,43305.2,97.453
44679.2,43357.6,104.447
44983.4,43035.6,250.616
45117.2,42918.5,147.297
45134.8,42903,109.408
44806.8,43214.5,253.477
45022.7,43006,204.805
45119.7,42920.4,69.6255
45147.8,42889.5,117.363
45067.2,42966,154.31
45081.3,42960.6,75.7066
44908.1,43119.5,191.123
44824.7,43220.5,66.404
44799.8,43221.1,270.011
45033.6,42983.7,277.368
45065.9,42962.9,237.255
44674.2,43374,63.0471
45102.4,42948.9,36.8814
44973.9,43072.9,74.8808
45167,42883.7,43.7284
45035.1,42999.1,190.849
44674.6,43360,187.923
44704.9,43332.5,201.702
44834.5,43213.4,94.1494
44699.1,43335.3,171.872
44997.5,43047.8,115.721
45039.3,43007.6,136.666
44778.6,43276,35.283
44924,43112.8,189.643
44688.9,43370.3,39.9645
45000.1,43041.1,141.913
44669.1,43377.6,177.581
44805.9,43217.9,284.468
45101.3,42951.3,74.0004
44774.9,43269.7,126.082
44862.7,43191.8,90.3107
44933.5,43122.5,59.2537
44687.2,43339.7,261.796
44906.4,43136.2,211.356
44842.7,43208.8,97.1978
44867,43181.3,121.297
44981.1,43048.6,269.707
44977.3,43061.8,208.836
44657.8,43397.4,78.947
44657.3,43375.4,230.772
44657.8,43403.9,37.238
45001.1,43033.8,247.171
44950.5,43113,28.077
44898.1,43157.7,83.2259
45014.7,43020.7,263.093
44761.5,43283.8,164.92
45022.4,43029.5,147.961
44978,43057.7,237.946
45007.6,43051.3,86.6074
44746.1,43316.9,29.8092
44969,43070.8,240.218
44959.5,43074.5,279.163
45126.6,42935.1,66.71
44698.1,43358.6,151.683
44842.5,43218.9,66.1639
44783.3,43258.4,232
44947.2,43106.1,148.293
44664.7,43400.5,120.577
44853.3,43214.8,31.5787
44955.9,43085.9,227.902
44955.4,43105.1,89.3655
44791.6,43257.5,168.253
44709.4,43348.3,125.379
44891.7,43157.7,194.93
44817.6,43223.3,272.67
44900.1,43138.8,256.711
45066.5,42992.9,115.246
45142.6,42918.6,85.2147
45097.8,42899.4,190.018
45010,42983.7,205.663
45047.6,42966.1,50.8215
45003.7,42992.4,188.145
45086.1,42913.8,177.717
44669.1,43341.2,86.45
44795.5,43194.8,240.574
45068.2,42916.5,285.158
45003.2,43011.4,55.3308
44978.3,43008,277.667
44835.5,43156.8,239.817
45100.2,42899.4,161.553
44895.5,43099,236.588
44783.9,43226.3,85.6872
44826.6,43191.1,36.7124
44837.5,43176.9,62.3731
45109.8,42889.2,181.965
44927.3,43085.9,87.2191
44910.1,43101.3,103.047
44669,43328.5,248.366
45031.3,42970.5,196.996
44808.3,43210.6,50.9532
45065.8,42952.7,78.6471
45002,42999.8,204.042
44681.7,43331.2,128.736
44868.7,43124.1,267.929
45057.6,42954.2,140.535
44896,43121.5,84.4198
45077.3,42945.5,71.1271
44792.4,43219.3,148.96
44764.4,43232.1,244.904
44831.7,43186.1,74.6523
44980.2,43019.1,219.515
44690.3,43302.8,279.75
44844.6,43150.9,270.547
44738.8,43260.7,227.964
44692.4,43312.1,189.776
44967.6,43055.5,82.9636
44696.5,43307.4,239.884
44664.1,43361.4,35.3645
44876.2,43126.5,230.315
44888.6,43125.5,124.918
44994.1,43025.4,116.918
45073.7,42931.7,219.93
44806.4,43195.4,236.009
44684.1,43330.2,150.145
45010.6,42995.7,269.297
44670.3,43346.5,150.306
44972.3,43028.5,243.67
44966.7,43032.8,273.559
44891,43115.9,199.952
45131.3,42895.1,59.9372
44875.8,43141.1,246.364
44985.4,43047.2,35.0513
45098.4,42913.9,166.075
44723,43291.6,149.165
44859.3,43154.4,164.815
44926.3,43082.7,237.478
45038.3,42993.9,57.6574
45027.9,42987.7,183.019
44974,43045.4,135.101
44855.7,43155.3,207.366
45140.9,42886.9,60.5617
45079.7,42930,221.035
44897.4,43131.5,71.8836
45053,42976.5,66.3074
44816.9,43208.3,84.2527
45100,42925.4,99.9122
45081.3,42924.6,244.028
44990.9,43026.7,172.971
44937.5,43088.3,100.244
45054.9,42949,263.536
45061.6,42961.5,111.115
44990.5,43028.3,153.085
45108.8,42914.4,118.743
44729.3,43306.6,28.1454
44857.7,43148.3,280.802
44992.7,43020.4,244.769
